ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N 2. LINIE;CH0357679619;ABBNE;35767961;28;;;20210309;28;;0;0;0;0;CHF;20210309;28;20201030;22.01;20200723;20210324;XSWX;RS;CH;0;26.47
ACHIKO N;CH0522213468;ACHI;52221346;0.305;0.324;0.3;20210319;0.31;0.31;545345;0;0;545345;CHF;20200820;1.67;20200806;0.165;20200619;;XSWX;RS;CH;0;0.35
ADDEX N;CH0029850754;ADXN;2985075;1.69;1.695;1.65;20210319;1.7;1.68;42993;0;0;42993;CHF;20200810;2.95;20200326;1.005;20070522;;XSWX;RS;CH;0;1.92
ADECCO N 2. LINIE;CH0532347462;ADENE;53234746;31.5;;;;31.5;;0;0;0;0;CHF;;;;;20200326;20230324;XSWX;RS;CH;0;
ADVAL TECH N;CH0008967926;ADVN;896792;168;168;168;20210319;173;168;20;0;0;20;CHF;20210115;189;20200327;120;19980604;;XSWX;RS;CH;0;175.24
AEVIS N;CH0478634105;AEVS;47863410;13.1;13.1;12.85;20210319;12.9;12.9;1950;0;0;1950;CHF;20200427;13.65;20200324;9.9;20190607;;XSWX;RS;CH;0;12.31
AIRESIS N;CH0010947627;AIRE;1094762;0.76;0.765;0.76;20210319;0.765;0.76;16887;0;0;16887;CHF;20200901;1.02;20210208;0.71;20000717;;XSWX;RS;CH;0;0.79
ALLREAL N;CH0008837566;ALLN;883756;193.2;195.2;190;20210319;189.8;190.2;161889;0;3275;165164;CHF;20201109;207;20200323;159.8;20000303;;XSWX;RS;CH;0;193.84
ALPINE SELECT N;CH0019199550;ALPN;1919955;14.6;;;20210317;14.6;;0;0;0;0;CHF;20210316;14.7;20200525;12.1;20040902;;XSWX;RS;CH;0;13.88
ALPINE SELECT N 2. LINIE;CH0550395120;ALPNE;55039512;14.6;;;20210217;14.5;;0;0;0;0;CHF;20210217;14;20200730;12.6;20200626;20220531;XSWX;RS;CH;0;13.89
ALSO N;CH0024590272;ALSN;2459027;263;266;260.5;20210319;270;265;15108;0;297;15405;CHF;20210311;278.5;20200323;125.4;20060323;;XSWX;RS;CH;0;252.51
ALUFLEXPACK N;CH0453226893;AFP;45322689;37.7;38;37.1;20210319;37.8;37.3;7392;0;583;7975;CHF;20210208;42.2;20200323;15.64;20190628;;XSWX;RS;CH;0;37.07
APG SGA N;CH0019107025;APGN;1910702;231.5;232;226;20210319;226;229;1472;0;90;1562;CHF;20210319;232;20200403;158.2;20040818;;XSWX;RS;CH;0;200.6
ARBONIA N;CH0110240600;ARBN;11024060;16.54;16.6;16.22;20210319;16.52;16.44;91915;0;6365;98280;CHF;20210315;17;20200323;6.22;20100422;;XSWX;RS;CH;0;15.24
Arundel N;CH0002271010;ARON;227101;2.6;;;20210318;2.6;;0;0;0;0;CHF;20200828;4;20200331;1.52;20050729;;XSWX;RS;CH;0;2.5
ARYZTA N;CH0043238366;ARYN;4323836;1.073;1.092;1.051;20210319;1.071;1.061;6646859;0;767076;7413935;CHF;20210318;1.129;20200416;0.281;20180924;;XSWX;RS;CH;0;0.85
ASCOM N;CH0011339204;ASCN;1133920;15.2;15.32;15.1;20210319;15.3;15.26;48597;0;274;48871;CHF;20210202;15.76;20200323;4.37;20001108;;XSWX;RS;CH;0;14.41
ASMALLWORLD N;CH0404880129;ASWN;40488012;3.16;3.23;3.16;20210319;3.21;3.22;3076;0;0;3076;CHF;20201230;4.88;20200526;1.3;20180320;;XSWX;RS;CH;0;3.49
AUTONEUM N;CH0127480363;AUTN;12748036;194;196.2;191.1;20210319;195.9;195.9;17670;0;221;17891;CHF;20210318;201;20200323;51.1;20110513;;XSWX;RS;CH;0;169.7
BACHEM N -B-;CH0012530207;BANB;1253020;379.5;381;372;20210319;378;377.5;19721;0;1605;21326;CHF;20201005;418;20200323;158.6;20010629;;XSWX;RS;CH;0;368.63
BALOISE N;CH0012410517;BALN;1241051;157.4;159.2;157;20210319;159.5;158.2;186460;20000;3200;209660;CHF;20210308;168.8;20200323;105.7;20180924;;XSWX;RS;CH;695;157.76
BANQUE PROFIL DE GESTION N;CH0473243506;BPDG;47324350;1.72;1.72;1.72;20210319;1.85;1.72;4000;0;0;4000;CHF;20201118;2.72;20200414;1.16;20190517;;XSWX;RS;CH;0;1.93
BARRY CALLEBAUT N;CH0009002962;BARN;900296;2050;2066;2038;20210319;2054;2050;11444;0;293;11737;CHF;20201230;2124;20200323;1721;19980615;;XSWX;RS;CH;0;2032.17
BASELLAND KB PS;CH0001473559;BLKB;147355;910;912;904;20210319;906;908;705;0;10;715;CHF;20210104;946;20200326;850;19960802;;XSWX;PC;CH;0;926.83
BASILEA N;CH0011432447;BSLN;1143244;47.32;47.88;46.4;20210319;47.54;47;144936;0;2342;147278;CHF;20210212;61.95;20200323;35.72;20040325;;XSWX;RS;CH;0;50.55
BASLER KB PS;CH0009236461;BSKP;923646;64.6;64.8;64;20210319;64.2;64.8;2593;0;0;2593;CHF;20200528;73.8;20201218;57.2;19980710;;XSWX;PC;CH;0;62.2
BB BIOTECH N;CH0038389992;BION;3838999;90.5;91.15;89.05;20210319;91.15;90.15;156555;372;1302;158229;CHF;20210209;93.45;20200323;48.62;20080422;;XSWX;RS;CH;0;84.56
BB BIOTECH N 2. LINIE;CH0027659793;BIOEE;2765979;48.8;;;20160311;48.8;;0;0;0;0;CHF;;;;;20061108;20220411;XSWX;RS;CH;0;
BC GENEVE N;CH0350494719;BCGE;35049471;160.5;161;160.5;20210319;161;161;147;0;0;147;CHF;20200605;184;20210121;152.5;20170202;;XSWX;RS;CH;0;158.85
BC JURA N;CH0350665672;BCJ;35066567;54;54;54;20210319;54;54;5;0;0;5;CHF;20201207;58.5;20201026;50;20170505;;XSWX;RS;CH;0;53.44
BC VAUD N;CH0531751755;BCVN;53175175;96.1;97.3;96.1;20210319;96.9;96.5;150197;0;2097;152294;CHF;20210216;101.6;20200323;68.9;20200528;;XSWX;RS;CH;0;96.14
BEKB / BCBE N;CH0009691608;BEKN;969160;210.5;215;210.5;20210319;213.5;214;120062;0;964;121026;CHF;20200619;238;20200323;197.6;20000802;;XSWX;RS;CH;0;215.87
BELIMO N;CH0001503199;BEAN;150319;7150;7160;7070;20210319;7140;7070;1702;0;115;1817;CHF;20201117;8090;20200323;5490;19960802;;XSWX;RS;CH;0;7189.38
BELL FOOD GROUP N;CH0315966322;BELL;31596632;295;295;290;20210319;295;295;2513;0;7;2520;CHF;20210319;295;20200518;221.5;20160428;;XSWX;RS;CH;0;260.04
BELLEVUE GROUP N;CH0028422100;BBN;2842210;41;41.4;40.9;20210319;41.1;41.2;27887;13000;4;40891;CHF;20210302;43.5;20200415;19.55;20070115;;XSWX;RS;CH;105000;37.57
