ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ARBONIA N;CH0110240600;ARBN;11024060;16.28;16.28;16.08;20210304;16.1;16.08;238424;0;33085;271509;CHF;20210304;16.28;20200316;5.75;20100422;;XSWX;RS;CH;0;14.49
Arundel N;CH0002271010;ARON;227101;2.6;2.6;2.6;20210304;2.6;2.6;1;0;0;1;CHF;20200828;4;20200331;1.52;20050729;;XSWX;RS;CH;0;2.49
ARYZTA N;CH0043238366;ARYN;4323836;0.8145;0.816;0.789;20210304;0.7915;0.789;2847226;0;9275;2856501;CHF;20200916;0.875;20200416;0.281;20180924;;XSWX;RS;CH;0;0.75
ASCOM N;CH0011339204;ASCN;1133920;14.6;14.7;14.44;20210304;14.86;14.64;50904;0;353;51257;CHF;20210202;15.76;20200323;4.37;20001108;;XSWX;RS;CH;0;14.12
ASMALLWORLD N;CH0404880129;ASWN;40488012;3.19;3.2;3.1;20210304;3.12;3.17;5279;0;0;5279;CHF;20201230;4.88;20200526;1.3;20180320;;XSWX;RS;CH;0;3.12
AUTONEUM N;CH0127480363;AUTN;12748036;164.5;168.8;162.3;20210304;160.6;162.6;14519;0;410;14929;CHF;20210113;175.7;20200319;50;20110513;;XSWX;RS;CH;0;161.08
BACHEM N -B-;CH0012530207;BANB;1253020;327;341.5;325.5;20210304;342;340.5;22898;0;154;23052;CHF;20201005;418;20200309;147;20010629;;XSWX;RS;CH;0;370.03
BALOISE N;CH0012410517;BALN;1241051;165.8;167;164.6;20210304;164.6;164.8;122497;20000;4144;146641;CHF;20210304;167;20200323;105.7;20180924;;XSWX;RS;CH;0;156.35
BANQUE PROFIL DE GESTION N;CH0473243506;BPDG;47324350;1.8;1.8;1.79;20210304;1.83;1.8;12061;0;0;12061;CHF;20201118;2.72;20200414;1.16;20190517;;XSWX;RS;CH;0;1.98
BARRY CALLEBAUT N;CH0009002962;BARN;900296;2054;2062;2030;20210304;2036;2044;3279;0;264;3543;CHF;20201230;2124;20200316;1626;19980615;;XSWX;RS;CH;0;2025.59
BASELLAND KB PS;CH0001473559;BLKB;147355;926;926;922;20210304;924;924;228;0;0;228;CHF;20210104;946;20200319;846;19960802;;XSWX;PC;CH;0;930.31
BASILEA N;CH0011432447;BSLN;1143244;45.88;46.08;44.92;20210304;46.1;45.9;144093;0;4290;148383;CHF;20210212;61.95;20200316;29.28;20040325;;XSWX;RS;CH;0;51.71
BASLER KB PS;CH0009236461;BSKP;923646;64.8;65;64.2;20210304;64.6;64.6;3320;0;0;3320;CHF;20200528;73.8;20201218;57.2;19980710;;XSWX;PC;CH;0;61.27
BB BIOTECH N;CH0038389992;BION;3838999;85.85;86.45;85.1;20210304;86.95;86;97529;0;1990;99519;CHF;20210209;93.45;20200316;41.78;20080422;;XSWX;RS;CH;0;81.98
BB BIOTECH N 2. LINIE;CH0027659793;BIOEE;2765979;48.8;;;20160311;48.8;;0;0;0;0;CHF;;;;;20061108;20220411;XSWX;RS;CH;0;
BC GENEVE N;CH0350494719;BCGE;35049471;160.5;162.5;160.5;20210304;161;161.5;275;0;0;275;CHF;20200306;199.5;20210121;152.5;20170202;;XSWX;RS;CH;0;158.66
BC JURA N;CH0350665672;BCJ;35066567;54;54;53;20210304;54;53;175;0;0;175;CHF;20201207;58.5;20201026;50;20170505;;XSWX;RS;CH;0;53.79
BC VAUD N;CH0531751755;BCVN;53175175;95;96.5;94.9;20210304;95;95.1;51981;0;7274;59255;CHF;20210216;101.6;20200319;67.5;20200528;;XSWX;RS;CH;980;95.95
BEKB / BCBE N;CH0009691608;BEKN;969160;216.5;218;215;20210304;216.5;218;3807;0;128;3935;CHF;20200619;238;20200323;197.6;20000802;;XSWX;RS;CH;0;221.56
BELIMO N;CH0001503199;BEAN;150319;6700;6780;6630;20210304;6600;6780;905;0;41;946;CHF;20201117;8090;20200317;4675;19960802;;XSWX;RS;CH;0;7284.54
BELL FOOD GROUP N;CH0315966322;BELL;31596632;277.5;277.5;270;20210304;275;270;1181;0;9;1190;CHF;20210304;277.5;20200316;210;20160428;;XSWX;RS;CH;0;251.89
BELLEVUE GROUP N;CH0028422100;BBN;2842210;42.4;43;42.2;20210304;43;43;37622;0;311;37933;CHF;20210302;43.5;20200415;19.55;20070115;;XSWX;RS;CH;0;35.31
BK LINTH N;CH0001307757;LINN;130775;530;535;520;20210304;535;530;48;0;0;48;CHF;20201005;565;20200612;460;19960802;;XSWX;RS;CH;0;508.77
BKW N;CH0130293662;BKW;13029366;102.6;103.8;102.4;20210304;102.8;103.2;45993;0;1907;47900;CHF;20210208;111.4;20200319;69.1;20111212;;XSWX;RS;CH;0;102.63
Blackstone Resources N;CH0460027110;BLS;46002711;4.28;4.44;4.26;20210304;4.44;4.42;32091;0;0;32091;CHF;20200810;7.2;20200330;0.64;20190208;;XSWX;RS;CH;0;4.3
BOBST GRP N;CH0012684657;BOBNN;1268465;57.15;60.45;56.35;20210304;60.45;60.45;29535;0;415;29950;CHF;20210223;68.4;20200316;33;20011112;;XSWX;RS;CH;0;60.58
BOSSARD N;CH0238627142;BOSN;23862714;208;211;206;20210304;211.5;208;11227;0;772;11999;CHF;20210203;215;20200316;90;20140414;;XSWX;RS;CH;0;190.72
BUCHER N;CH0002432174;BUCN;243217;450;457.8;447;20210304;452.6;450.8;9733;0;759;10492;CHF;20210303;481.6;20200316;220.2;20050504;;XSWX;RS;CH;0;425.71
BURCKHARDT N;CH0025536027;BCHN;2553602;340.5;350.5;340.5;20210304;348.5;350.5;2479;0;29;2508;CHF;20210302;356;20200316;138;20060626;;XSWX;RS;CH;0;320.31
BURKHALTER N;CH0212255803;BRKN;21225580;70.2;70.8;70;20210304;70.9;70;3005;0;0;3005;CHF;20200310;75;20200316;45.3;20130529;;XSWX;RS;CH;0;66.96
BVZ HOL N;CH0008207356;BVZN;820735;880;880;880;20210304;880;880;2;0;0;2;CHF;20200306;1200;20201006;675;19990819;;XSWX;RS;CH;0;796.33
CALIDA N;CH0126639464;CALN;12663946;34;34.5;34;20210304;34.2;34.4;3201;0;75;3276;CHF;20210125;37;20200318;25;20110418;;XSWX;RS;CH;0;33.94
CASTLE ALT N;CH0005092751;CASN;509275;13;;;20210224;13;;0;0;0;0;CHF;20200309;14;20200312;12.3;19970410;;XSWX;RS;CH;0;13
CASTLE PRIVATE N;CH0048854746;CPEN;4885474;10.1;10.2;10.1;20210304;10.4;10.2;11279;0;0;11279;CHF;20200306;12.4;20200316;8.04;20081216;;XSWX;RS;CH;0;10.01
CASTLE PRIVATE N 2. LINIE;CH0184587159;CPENE;18458715;13.9;;;20191230;13.9;;0;0;0;0;CHF;;;;;20190614;20220613;XSWX;RS;CH;0;
CEMBRA MONEY BANK N;CH0225173167;CMBN;22517316;96.45;97.3;95.95;20210304;97;97;101491;0;18947;120438;CHF;20201110;115.3;20200318;70;20131030;;XSWX;RS;CH;1050;100.58
CFRAO  C 11/23;CH0559601544;CFRAO;55960154;0.33;0.35;0.33;20210304;0.35;0.35;2416142;0;0;2416142;CHF;20210303;0.37;20201208;0.16;20201127;20231115;XSWX;SW;CH;0;0.23
CI COM SA;CH0001625810;CIE;162581;3.52;3.52;3.52;20210304;3.7;3.52;100;0;0;100;CHF;20210212;5.2;20200316;1.6;19960802;;XSWX;BS;CH;0;3.89
CICOR TECH N;CH0008702190;CICN;870219;52;52;50.2;20210304;51.8;51.6;4054;0;105;4159;CHF;20210304;52;20200316;28.25;19980424;;XSWX;RS;CH;0;47.9
CIE FIN TR I;CH0014345117;CFT;1434511;112;113;112;20210304;113;113;456;0;0;456;CHF;20200831;117;20200316;89.4272;20020704;;XSWX;BS;CH;0;110.97
COLTENE N;CH0025343259;CLTN;2534325;108.6;109.8;107;20210304;108.8;109.4;3099;0;14;3113;CHF;20210218;113.6;20200319;56.1;20060623;;XSWX;RS;CH;0;91.5
COMET N;CH0360826991;COTN;36082699;215.5;222;212;20210304;223;222;14933;0;572;15505;CHF;20210303;226.5;20200319;71.3;20170426;;XSWX;RS;CH;0;202.18
CONZZETA N;CH0244017502;CON;24401750;1272;1300;1266;20210304;1280;1284;993;0;11;1004;CHF;20210303;1314;20200316;716;20140714;;XSWX;RS;CH;0;1173.28
CPH N;CH0001624714;CPHN;162471;66.8;67;66.6;20210304;66.8;66.6;451;0;0;451;CHF;20200306;79.8;20200320;57;20010611;;XSWX;RS;CH;0;69.99
CREALOGIX N;CH0011115703;CLXN;1111570;125;;;20210303;125;;0;0;0;0;CHF;20210111;133.5;20200323;82;20000907;;XSWX;RS;CH;0;124.42
CS GROUP N 2. LINIE;CH0454225696;CSGNE;45422569;12.935;13.07;12.88;20210304;12.95;12.97;500000;0;0;500000;CHF;20210225;13.495;20200313;7.3;20200106;20211230;XSWX;RS;CH;0;12.45
CS REF LogisticsPlus ANR;CH0589954467;CSLOG1;58995446;10.1;10.35;9.82;20210304;10.01;10.11;189937;220000;0;409937;CHF;20210301;11.24;20210304;9.82;20210301;20210310;XSWX;RI;CH;0;10.44
DAETWYLER I;CH0030486770;DAE;3048677;279.5;280.5;276.5;20210304;280.5;278;3949;0;928;4877;CHF;20210218;285.5;20200316;125.6;20070706;;XSWX;BS;CH;0;262.73
DATACOLOR N;CH0008531045;DCN;853104;595;595;570;20210304;565;570;4;0;0;4;CHF;20200312;690;20201030;505;19980423;;XSWX;RS;CH;0;537.23
DKSH N;CH0126673539;DKSH;12667353;69.65;69.65;68.6;20210304;69;69;44834;0;15798;60632;CHF;20210208;75;20200316;41;20120320;;XSWX;RS;CH;0;68.85
dormakaba N;CH0011795959;DOKA;1179595;591;600;588.5;20210304;583;589.5;10974;0;1583;12557;CHF;20210304;600;20200316;379;20010212;;XSWX;RS;CH;0;529.93
DOTTIKON ES N;CH0582581713;DESN;58258171;191;191;182;20210304;186;183;5413;0;0;5413;CHF;20201207;218;20200323;48;20201204;;XSWX;RS;CH;0;192.22
DUFRY N;CH0023405456;DUFN;2340545;62.68;64.22;61.04;20210304;63.12;63.96;502687;0;27463;530150;CHF;20210302;65.94;20200318;19.4;20190410;;XSWX;RS;CH;0;53.23
EDISUN POWER EUROPE N;CH0024736404;ESUN;2473640;122;125;122;20210304;125;122;156;0;0;156;CHF;20210104;134.5;20200318;90;20080926;;XSWX;RS;CH;0;125.26
EEII I;CH0007162958;EEII;716295;2.8;;;20201221;2.8;;0;0;0;0;CHF;20200811;3.5;20200420;2.3;19990122;;XSWX;BS;CH;0;2.34
EFG INTERNATIONAL N;CH0022268228;EFGN;2226822;6.7;6.85;6.56;20210304;6.75;6.75;198873;0;16728;215601;CHF;20200608;7.27;20200316;3.825;20051007;;XSWX;RS;CH;0;6.29
ELMA ELECTRONIC N;CH0005319162;ELMN;531916;494;494;494;20210304;490;494;150;0;0;150;CHF;20210304;494;20200408;434;19961204;;XSWX;RS;CH;0;481.61
EMMI N;CH0012829898;EMMN;1282989;919.5;924;913;20210304;909;914;1879;0;43;1922;CHF;20210203;953.5;20200318;725;20041206;;XSWX;RS;CH;0;910.78
EMS-CHEMIE N;CH0016440353;EMSN;1644035;801.5;805;797;20210304;800;799;15741;0;2101;17842;CHF;20210216;903.5;20200316;496.6;20100401;;XSWX;RS;CH;0;842.96
ENERGIEDIENST N;CH0039651184;EDHN;3965118;35;35.7;35;20210304;35.7;35.7;977;0;0;977;CHF;20210304;35.7;20201105;26.5;20080627;;XSWX;RS;CH;0;31.25
ENR RUSSIA INVEST I;CH0034476959;RUS;3447695;9.6;;;20210209;9.6;;0;0;0;0;CHF;20200630;10.9;20200420;8.6;20071119;;XSWX;BS;CH;0;9.45
EVOLVA N;CH0021218067;EVE;2121806;0.2185;0.223;0.212;20210304;0.221;0.223;1738087;0;0;1738087;CHF;20200810;0.374;20200323;0.1502;20050504;;XSWX;RS;CH;0;0.23
FEINTOOL N;CH0009320091;FTON;932009;60;60;59.4;20210304;60.3;60;5336;0;0;5336;CHF;20210218;61.9;20200316;33.8;19980817;;XSWX;RS;CH;0;57.43
FISCHER N;CH0001752309;FI-N;175230;1295;1306;1277;20210304;1295;1296;15137;3800;1496;20433;CHF;20210303;1312;20200316;518;19960802;;XSWX;RS;CH;0;1156.17
FLUGHAFEN ZUERICH N;CH0319416936;FHZN;31941693;162.3;163.6;159.8;20210304;160.7;160.4;48972;3862;3750;56584;CHF;20210224;166.9;20200316;83.65;20160506;;XSWX;RS;CH;0;154.49
FORBO N;CH0003541510;FORN;354151;1628;1652;1614;20210304;1600;1620;2198;0;126;2324;CHF;20210303;1664;20200323;1044;19960802;;XSWX;RS;CH;0;1542.09
Fundamenta Real Estate N;CH0045825517;FREN;4582551;17.9;18.15;17.9;20210304;18.25;18.15;1446;0;0;1446;CHF;20210218;18.75;20200318;14.4;20181206;;XSWX;RS;CH;0;17.87
GALENICA N;CH0360674466;GALE;36067446;57.7;58.3;57.5;20210304;57.9;58.05;131199;0;12507;143706;CHF;20200520;72.25;20201030;57.15;20170407;;XSWX;RS;CH;0;59.67
GAM N;CH0102659627;GAM;10265962;2.278;2.512;2.252;20210304;2.518;2.464;1092380;0;29606;1121986;CHF;20200608;2.92;20200323;1.18;20100621;;XSWX;RS;CH;0;2.13
GAM N 2. LINIE;CH0242225198;GAMEE;24222519;1.917;;;20160427;1.917;;0;0;0;0;CHF;;;;;20140428;20230428;XSWX;RS;CH;0;
GAVAZZI I;CH0011003594;GAV;1100359;194;194.5;193;20210304;195;193;294;0;0;294;CHF;20200326;208;20201104;145;20000808;;XSWX;BS;CH;0;183.77
GEBERIT N 2. LINIE;CH0358541057;GEBNE;35854105;556.2;559.4;555.4;20210304;555.2;556.6;1200;0;0;1200;CHF;20210113;599;20200316;367;20200917;20220916;XSWX;RS;CH;0;551.42
GLARNER KB N;CH0189396655;GLKBN;18939665;30.8;31;30.5;20210304;30.5;30.7;7741;0;0;7741;CHF;20200306;35.2;20200319;28;20140624;;XSWX;RS;CH;0;30.01
GMSA N;CH0012949464;GMI;1294946;330;332;330;20210304;336;332;185;0;0;185;CHF;20200421;374;20200323;280;20011015;;XSWX;RS;CH;0;332.21
GRAUB KB PS;CH0001340204;GRKP;134020;1480;1500;1475;20210304;1505;1490;385;0;15;400;CHF;20200925;1580;20200319;1350;19960802;;XSWX;PC;CH;0;1489.8
GURIT I;CH0008012236;GUR;801223;2255;2285;2170;20210304;2335;2280;1750;0;469;2219;CHF;20210112;2800;20200316;980;19990615;;XSWX;BS;CH;0;2525.6
HBM N;CH0012627250;HBMN;1262725;338;343.5;336.5;20210304;338;337.5;4693;0;182;4875;CHF;20210215;351.5;20200323;152.2;20080214;;XSWX;RS;CH;0;316.32
HBM N 2. LINIE;CH0257717097;HBMNE;25771709;170;;;20180110;170;;0;0;0;0;CHF;;;;;20190628;20220627;XSWX;RS;CH;0;
HELVETIA HOLDING N;CH0466642201;HELN;46664220;106.2;106.6;104.5;20210304;106;106;92907;48400;12432;153739;CHF;20200306;125.1;20200323;66;20190513;;XSWX;RS;CH;0;93.52
HIAG IMMOBILIEN N;CH0239518779;HIAG;23951877;101.5;101.5;100.5;20210304;102;100.5;554;0;0;554;CHF;20210105;113;20200317;73;20140516;;XSWX;RS;CH;0;103.97
HIGHLIGHT E AND E I;CH0003583256;HLEE;358325;26.8;26.8;26.2;20210304;28.2;26.2;848;0;0;848;CHF;20200323;40.6;20210225;24.8;19960802;;XSWX;BS;CH;0;28.34
HOCHDORF N;CH0024666528;HOCN;2466652;61.9;61.9;60.6;20210304;62.1;60.6;140;0;0;140;CHF;20200804;82;20200316;50;20110517;;XSWX;RS;CH;0;61.8
HUBER+SUHNER N;CH0030380734;HUBN;3038073;72.3;73.3;71.9;20210304;73;73.3;16668;0;1978;18646;CHF;20210125;77;20200316;44.75;20070706;;XSWX;RS;CH;0;72.32
HYPO LENZB N;CH0001341608;HBLN;134160;4300;4300;4260;20210304;4300;4260;2;0;0;2;CHF;20200306;4600;20201228;4160;19960802;;XSWX;RS;CH;0;4255.78
IDORSIA N;CH0363463438;IDIA;36346343;25.4;25.84;25.32;20210304;25.76;25.7;243145;22869;29413;295427;CHF;20200518;32.62;20200316;18.69;20170616;;XSWX;RS;CH;0;26.21
IMPLENIA N;CH0023868554;IMPN;2386855;28.6;29.1;27.82;20210304;27.68;28;60741;0;3423;64164;CHF;20200721;43.38;20201029;16.79;20060306;;XSWX;RS;CH;0;25.17
INA INVEST N;CH0524026959;INA;52402695;19.2;19.36;19;20210304;19;19;9276;0;0;9276;CHF;20200612;24.61;20201106;16.48;20200612;;XSWX;RS;CH;0;19.04
INFICON N;CH0011029946;IFCN;1102994;1008;1066;989;20210304;1052;1042;5210;0;444;5654;CHF;20210303;1088;20200323;488.6;20001109;;XSWX;RS;CH;0;942.02
INTERROLL N;CH0006372897;INRN;637289;2970;3010;2960;20210304;3015;3005;834;0;72;906;CHF;20210303;3095;20200319;1160;19970605;;XSWX;RS;CH;0;2748.22
INTERSHOP N;CH0273774791;ISN;27377479;598;606;597;20210304;601;606;927;0;47;974;CHF;20200306;686;20200319;467;20150414;;XSWX;RS;CH;0;598.03
INVESTIS N;CH0325094297;IREN;32509429;86.8;88;86.2;20210304;88;87.8;432;0;0;432;CHF;20210106;92;20200318;70.2;20160630;;XSWX;RS;CH;0;87.83
IVF HARTMANN N;CH0187624256;VBSN;18762425;184;184;182;20210304;185;182;152;0;0;152;CHF;20210203;193;20200323;125;20120716;;XSWX;RS;CH;0;184.98
JULIUS BAER N  2. LINIE;CH0126645776;BAERE;12664577;56.48;57.6;56.48;20210304;57.48;57.6;30000;0;0;30000;CHF;20210303;58.08;20200317;24.76;20191120;20220228;XSWX;RS;CH;0;56.98
JUNGFRAUBAHN HLD N;CH0017875789;JFN;1787578;146.8;146.8;142.8;20210304;144.2;144.8;2401;0;124;2525;CHF;20210301;149.2;20200316;91.9;20040416;;XSWX;RS;CH;0;138.11
KARDEX N;CH0100837282;KARN;10083728;192;199.8;191.2;20210304;195.8;191.2;8184;0;144;8328;CHF;20210121;219.5;20200316;92.3;20090423;;XSWX;RS;CH;0;198.98
KLINGELNBERG N;CH0420462266;KLIN;42046226;21.1;21.1;21;20210304;21.4;21;2161;0;0;2161;CHF;20210104;23.4;20200317;9.41;20180620;;XSWX;RS;CH;0;20.91
KOMAX N;CH0010702154;KOMN;1070215;240;242.4;237;20210304;240.6;240.8;7216;0;651;7867;CHF;20210208;248;20200515;119;20000524;;XSWX;RS;CH;0;209.27
KUDELSKI I;CH0012268360;KUD;1226836;4.71;4.845;4.705;20210304;4.82;4.845;33266;0;1015;34281;CHF;20210128;5.21;20200325;2.505;20100401;;XSWX;BS;CH;0;4.36
Kuros N;CH0325814116;KURN;32581411;2.2;2.25;2.2;20210304;2.27;2.22;32638;0;0;32638;CHF;20200811;2.6994;20200316;1.3866;20160623;;XSWX;RS;CH;0;2.17
LALIQUE GROUP N;CH0033813293;LLQ;3381329;34;;;20210303;35.8;;0;0;0;0;CHF;20201123;40;20200316;21.2;20180625;;XSWX;RS;CH;0;34.88
Landis+Gyr N;CH0371153492;LAND;37115349;61.7;63.8;61.15;20210304;63.55;63.8;82313;0;2146;84459;CHF;20210114;81.15;20200924;48.18;20170721;;XSWX;RS;CH;0;67.5
LECLANCHE N;CH0110303119;LECN;11030311;0.96;1;0.96;20210304;1;1;90407;0;0;90407;CHF;20200602;1.3;20200525;0.476;20100326;;XSWX;RS;CH;0;1.05
LEM N;CH0022427626;LEHN;2242762;1856;1860;1834;20210304;1852;1850;463;0;37;500;CHF;20210125;1958;20200323;850;20050923;;XSWX;RS;CH;0;1803.73
LEONTEQ N;CH0190891181;LEON;19089118;44.3;44.65;43.7;20210304;44.65;44.65;17408;0;802;18210;CHF;20200722;48;20200421;29.65;20121019;;XSWX;RS;CH;0;40.32
LINDT N;CH0010570759;LISN;1057075;84300;84800;84100;20210304;84600;84300;128;0;2;130;CHF;20210104;89400;20200318;65200;20170918;;XSWX;RS;CH;0;85824.42
LINDT PS;CH0010570767;LISP;1057076;8135;8150;8045;20210304;8070;8060;1109;0;28;1137;CHF;20210105;8665;20200318;6365;20000508;;XSWX;PC;CH;0;8164.9
LUZERNER KB N;CH0011693600;LUKN;1169360;440;443.5;432.5;20210304;432;434.5;2501;0;27;2528;CHF;20210304;443.5;20200316;347.5;20010312;;XSWX;RS;CH;0;404.7
MCH GROUP N;CH0039542854;MCHN;3954285;13.5;13.7;13.4;20210304;13.45;13.6;1892;0;0;1892;CHF;20200629;17.6781;20200416;10.0032;20080519;;XSWX;RS;CH;0;12.72
MEDACTA GROUP N;CH0468525222;MOVE;46852522;101.4;105.4;98.2;20210304;106.4;105.4;6103;0;181;6284;CHF;20210217;110;20200319;39.8;20190404;;XSWX;RS;CH;0;96.35
MEDARTIS N;CH0386200239;MED;38620023;52.9;53;51.9;20210304;53.4;53;303;0;0;303;CHF;20210208;54.9;20200323;31.6;20180323;;XSWX;RS;CH;0;47.95
MEIER TOBLER N;CH0208062627;MTG;20806262;14.1;14.1;13.2;20210304;13.1;13.2;42148;0;200;42348;CHF;20200306;14.94;20201027;8.92;20130410;;XSWX;RS;CH;0;12.93
Metall Zug AG;CH0039821084;METN;3982108;1700;1700;1675;20210304;1705;1700;164;0;29;193;CHF;20210303;1720;20200316;887.6352;20080526;;XSWX;RS;CH;0;1556.58
MEYER BURGER N;CH0108503795;MBTN;10850379;0.4106;0.4376;0.4;20210304;0.4364;0.4334;24177816;0;966212;25144028;CHF;20210222;0.5045;20200316;0.0665;20100118;;XSWX;RS;CH;0;0.38
MIKRON N;CH0003390066;MIKN;339006;5.8;5.86;5.8;20210304;5.9;5.84;3785;0;0;3785;CHF;20210127;6.36;20200319;4.2;19960802;;XSWX;RS;CH;0;5.75
MOBILEZONE N;CH0276837694;MOZN;27683769;10.94;11;10.88;20210304;11;10.94;27175;0;1150;28325;CHF;20210303;11.06;20200323;7.08;20150428;;XSWX;RS;CH;0;10.21
MOBIMO N;CH0011108872;MOBN;1110887;280;283;277.5;20210304;279;277.5;7626;0;526;8152;CHF;20200306;306.5;20200323;231;20050623;;XSWX;RS;CH;0;283.25
MOLECULAR PARTNERS N;CH0256379097;MOLN;25637909;21.05;21.85;21.05;20210304;21.95;21.6;66899;0;8220;75119;CHF;20210211;28.7;20200316;11.08;20141105;;XSWX;RS;CH;0;23.5
nebag N;CH0005059438;NBEN;505943;9.55;9.55;9.25;20210304;9.5;9.55;8139;0;0;8139;CHF;20210205;9.8;20200319;6.95;20051104;;XSWX;RS;CH;0;9.39
NESTLE N 2. LINIE;CH0372071347;NESNE;37207134;99.29;99.29;97.4;20210304;96.98;97.45;580000;0;0;580000;CHF;20200723;112.06;20200316;83.74;20170704;20221230;XSWX;RS;CH;0;100.12
NEW VALUE N;CH0010819867;NEWN;1081986;0.422;;;20210301;0.422;;0;0;0;0;CHF;20200810;1.16;20200309;0.111;20060516;;XSWX;RS;CH;0;0.44
NOVARTIS  N 2. LINIE;CH0038459415;NOVNEE;3845941;78.13;78.39;77.5;20210304;80.29;78.34;335000;0;0;335000;CHF;20210125;86.88;20201022;75.65;20200311;20230310;XSWX;RS;CH;0;81.9
Novavest Real Estate N;CH0212186248;NREN;21218624;46.2;46.4;45.2;20210304;46;46.3;3412;0;0;3412;CHF;20200306;47.4866;20200318;38.6264;20191216;;XSWX;RS;CH;0;43.73
O FUESSLI N;CH0003420806;OFN;342080;116;116;113.5;20210304;116;115;1727;0;60;1787;CHF;20210215;116.5;20200529;86;19960802;;XSWX;RS;CH;0;108.01
OBSEVA N;CH0346177709;OBSN;34617770;3.32;3.66;3.06;20210304;3.6;3.6;399357;0;4231;403588;CHF;20200706;6.9;20200316;1.48;20180713;;XSWX;RS;CH;0;3.47
OC OERLIKON N;CH0000816824;OERL;81682;10.35;10.75;10.22;20210304;10.67;10.65;913709;0;35895;949604;CHF;20210303;10.92;20200316;5.31;20100401;;XSWX;RS;CH;0;9.42
ORASCOM DEVELOPMENT HLD AG N;CH0038285679;ODHN;3828567;11.1;11.3;11.06;20210304;11.1;11.3;1742;0;0;1742;CHF;20210302;11.5;20200316;6.3;20080514;;XSWX;RS;CH;0;9.9
ORIOR N;CH0111677362;ORON;11167736;75.5;76.3;75.3;20210304;75.9;76;7066;0;161;7227;CHF;20200306;91.5;20201021;65.7;20100422;;XSWX;RS;CH;0;73.77
Peach Property N;CH0118530366;PEAN;11853036;45.2;45.5;43.7;20210304;43.5;43.7;18483;0;2005;20488;CHF;20210105;47;20200317;24.8;20101112;;XSWX;RS;CH;0;44.81
