ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;29.2;29.2;28.61;20210319;28.95;28.68;18991447;928000;252267;20171714;CHF;20210319;29.2;20200323;14.67;20201207;;XSWX;RS;CH;0;26.77
ADECCO N;CH0012138605;ADEN;1213860;62.74;63.82;62.74;20210319;63.62;63.54;1513277;0;32117;1545394;CHF;20210310;64.5;20200323;31.4;20201207;;XSWX;RS;CH;0;59.28
ALCON N;CH0432492467;ALC;43249246;63.34;63.78;62.94;20210319;63.88;63;3150135;0;164726;3314861;CHF;20210204;69.1;20200323;38.625;20201207;;XSWX;RS;CH;0;63.51
AMS;AT0000A18XM4;AMS;24924656;18.905;19.235;18.72;20210319;19.165;18.92;5850739;448000;291991;6590730;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.14
CLARIANT N;CH0012142631;CLN;1214263;18.705;19.03;18.605;20210319;19.12;19.01;1747292;0;116478;1863770;CHF;20200702;20.49;20200323;14;20201207;;XSWX;RS;CH;0;19.23
CS GROUP N;CH0012138530;CSGN;1213853;12.17;12.28;12.015;20210319;12.335;12.25;22011319;1396528;1319770;24727617;CHF;20210225;13.5;20200323;6.582;20201207;;XSWX;RS;CH;0;12.31
GEBERIT N;CH0030170408;GEBN;3017040;576.2;577.8;570.2;20210319;577.8;570.2;273029;4500;2887;280416;CHF;20210114;600.6;20200323;388.2;20201207;;XSWX;RS;CH;0;561.68
GIVAUDAN N;CH0010645932;GIVN;1064593;3517;3553;3506;20210319;3524;3507;57079;8183;1860;67122;CHF;20200921;4099;20200323;2755;20201207;;XSWX;RS;CH;0;3598.28
JULIUS BAER N;CH0102484968;BAER;10248496;60.3;60.96;59.4;20210319;60.8;60.68;1285957;125000;60737;1471694;CHF;20210319;60.96;20200323;26.17;20201207;;XSWX;RS;CH;0;55.42
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;267.3;273.1;264.6;20210319;269.5;272.9;517741;0;14030;531771;CHF;20210319;273.1;20200323;119.5;20201207;;XSWX;RS;CH;0;218.92
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;52.86;53.56;52.86;20210319;53.24;53;5967959;114817;270617;6353393;CHF;20210315;54.74;20200323;29.6;20201207;;XSWX;RS;CH;0;51.06
LOGITECH N;CH0025751329;LOGN;2575132;94.74;94.78;92.84;20210319;94.24;93.48;1066005;10;37087;1103102;CHF;20210216;107.35;20200327;38.5;20201207;;XSWX;RS;CH;0;93.65
