ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;28.34;28.4;27.98;20210309;28.27;28.24;4810401;0;428848;5239249;CHF;20210309;28.4;20200316;14.11;20201207;;XSWX;RS;CH;0;26.02
ADECCO N;CH0012138605;ADEN;1213860;64.46;64.5;63.02;20210309;63.78;63.6;612065;0;46449;658514;CHF;20210309;64.5;20200317;30.5;20201207;;XSWX;RS;CH;1670;58.52
ALCON N;CH0432492467;ALC;43249246;64.3;64.54;62.92;20210309;63.36;63.4;755267;0;30206;785473;CHF;20210204;69.1;20200323;38.625;20201207;;XSWX;RS;CH;0;62.53
AMS;AT0000A18XM4;AMS;24924656;19.78;19.81;18.88;20210309;19.25;19.14;2881810;68000;638075;3587885;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.1
CLARIANT N;CH0012142631;CLN;1214263;20.03;20.2;19.945;20210309;20.15;20.1;750684;0;159637;910321;CHF;20200702;20.49;20200323;14;20201207;;XSWX;RS;CH;0;19.05
CS GROUP N;CH0012138530;CSGN;1213853;12.98;12.98;12.695;20210309;12.99;12.9;9700724;381728;1001813;11084265;CHF;20210225;13.5;20200317;6.18;20201207;;XSWX;RS;CH;20750;12.17
GEBERIT N;CH0030170408;GEBN;3017040;575;575;563.8;20210309;569.6;567.2;85714;2000;11255;98969;CHF;20210114;600.6;20200316;361.4;20201207;;XSWX;RS;CH;655;554.86
GIVAUDAN N;CH0010645932;GIVN;1064593;3493;3522;3446;20210309;3478;3475;22100;0;2237;24337;CHF;20200921;4099;20200316;2505;20201207;;XSWX;RS;CH;0;3614.53
JULIUS BAER N;CH0102484968;BAER;10248496;59;59.02;57.54;20210309;58.28;58;616303;0;98794;715097;CHF;20210309;59.02;20200317;24.32;20201207;;XSWX;RS;CH;0;54.06
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;248.3;248.7;244.2;20210309;244.1;244.2;194661;8875;34465;238001;CHF;20210309;248.7;20200316;119.25;20201207;;XSWX;RS;CH;0;209.35
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;53.68;54.06;53.36;20210309;53.9;53.66;1391870;0;133863;1525733;CHF;20210309;54.06;20200317;28.3;20201207;;XSWX;RS;CH;12985;50.09
LOGITECH N;CH0025751329;LOGN;2575132;89.86;90.78;85.36;20210309;87.96;86.68;1268545;19446;78211;1366202;CHF;20210216;107.35;20200316;28.67;20201207;;XSWX;RS;CH;0;92.22
LONZA N;CH0013841017;LONN;1384101;545;546;530.8;20210309;541.8;537.8;196700;0;10863;207563;CHF;20201117;637.8;20200316;301;20201207;;XSWX;RS;CH;0;574.96
NESTLE N;CH0038863350;NESN;3886335;100.38;100.62;99.25;20210309;99.36;99.65;3463381;723060;230639;4417080;CHF;20200730;112.62;20200316;83.37;20201207;;XSWX;RS;CH;0;100.56
NOVARTIS N;CH0012005267;NOVN;1200526;78.2;78.6;77.26;20210309;78.86;77.98;5116751;2256154;359445;7732350;CHF;20200428;89.34;20200316;65.09;20201207;;XSWX;RS;CH;14400;81.58
PARTNERS GROUP N;CH0024608827;PGHN;2460882;1103;1103;1074.5;20210309;1091.5;1082.5;42678;0;3646;46324;CHF;20210304;1151.5;20200318;525;20201207;;XSWX;RS;CH;0;1057.87
RICHEMONT N;CH0210483332;CFR;21048333;89.36;89.52;87.82;20210309;88.78;88.44;976245;10000;77320;1063565;CHF;20210303;91.32;20200316;44.64;20201207;;XSWX;RS;CH;0;83.41
ROCHE GS;CH0012032048;ROG;1203204;306;306;301.4;20210309;303.15;303.2;1071285;137124;52098;1260507;CHF;20200428;357.85;20200316;265.75;20201207;;XSWX;GC;CH;2090;308.22
SCHINDLER PS;CH0024638196;SCHP;2463819;260.8;260.9;255.5;20210309;257.8;256.3;112168;0;13419;125587;CHF;20210309;260.9;20200316;185.2;20201207;;XSWX;PC;CH;0;243.82
SGS N;CH0002497458;SGSN;249745;2671;2682;2610;20210309;2638;2620;16896;0;992;17888;CHF;20210216;2781;20200316;1801.5;20201207;;XSWX;RS;CH;0;2684.52
SIKA N;CH0418792922;SIKA;41879292;257.4;258.1;252.1;20210309;254.8;253.2;268289;0;16642;284931;CHF;20210112;258.8;20200316;125.1;20201207;;XSWX;RS;CH;2375;246.1
SONOVA N;CH0012549785;SOON;1254978;227.6;228.4;217.8;20210309;221.4;219.4;212404;0;16193;228597;CHF;20201109;249.4;20200318;140.0662;20201207;;XSWX;RS;CH;0;227.88
STRAUMANN N;CH0012280076;STMN;1228007;1110;1114;1072;20210309;1075;1075;34433;0;2096;36529;CHF;20210217;1182;20200319;547.2;20201207;;XSWX;RS;CH;0;1058.91
SWATCH GROUP I;CH0012255151;UHR;1225515;285.2;286.1;282.7;20210309;285;283;102065;10800;9883;122748;CHF;20210309;286.1;20200316;151;20201207;;XSWX;BS;CH;0;255.29
SWISS LIFE HOLDING AG N;CH0014852781;SLHN;1485278;457.7;459.8;454.1;20210309;460.3;458;129100;32400;5101;166601;CHF;20210302;470.2;20200323;256.3;20201207;;XSWX;RS;CH;0;426.94
SWISS RE N;CH0126881561;SREN;12688156;91.38;91.84;90.8;20210309;91.54;91;969712;764200;209011;1942923;CHF;20210309;91.84;20200319;52.68;20201207;;XSWX;RS;CH;0;83.69
SWISSCOM N;CH0008742519;SCMN;874251;473.2;478.1;471.8;20210309;476.4;477;108889;4800;4816;118505;CHF;20200407;548;20200316;446.7;20201207;;XSWX;RS;CH;0;475.59
TEMENOS N;CH0012453913;TEMN;1245391;131.3;132.05;129.35;20210309;132;131.5;440437;89261;50330;580028;CHF;20200715;164.5;20200316;91.54;20201207;;XSWX;RS;CH;0;118.79
UBS GROUP N;CH0244767585;UBSG;24476758;14.525;14.705;14.355;20210309;14.795;14.705;14716358;94144;1294848;16105350;CHF;20210308;14.795;20200316;7.002;20201207;;XSWX;RS;CH;0;13.42
ZURICH INSURANCE N;CH0011075394;ZURN;1107539;396.9;399.7;395;20210309;399.3;398.7;335606;34825;12296;382727;CHF;20210308;399.8;20200316;248.7;20201207;;XSWX;RS;CH;0;373.82

Produced at: 23:45:01 2021-03-09
