ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ACHIKO N;CH0522213468;ACHI;52221346;0.263;0.268;0.26;20210330;0.263;0.268;411808;0;51449;463257;CHF;20200820;1.67;20200806;0.165;20200619;;XSWX;RS;CH;0;0.34
ADDEX N;CH0029850754;ADXN;2985075;1.69;1.69;1.655;20210330;1.68;1.69;24045;0;0;24045;CHF;20200810;2.95;20200402;1.025;20070522;;XSWX;RS;CH;0;1.89
ADECCO N 2. LINIE;CH0532347462;ADENE;53234746;31.5;;;;31.5;;0;0;0;0;CHF;;;;;20200326;20230324;XSWX;RS;CH;0;
ADVAL TECH N;CH0008967926;ADVN;896792;175;;;20210326;175;;0;0;0;0;CHF;20210115;189;20201103;125;19980604;;XSWX;RS;CH;0;176.09
AEVIS N;CH0478634105;AEVS;47863410;13.7;13.7;13.5;20210330;13.7;13.7;2439;0;0;2439;CHF;20210325;14;20200715;10.2;20190607;;XSWX;RS;CH;0;12.62
AIRESIS N;CH0010947627;AIRE;1094762;0.78;0.78;0.78;20210330;0.75;0.78;1609;0;0;1609;CHF;20200901;1.02;20210208;0.71;20000717;;XSWX;RS;CH;0;0.78
ALLREAL N;CH0008837566;ALLN;883756;191;192;190.4;20210330;191;191.4;18992;0;114;19106;CHF;20201109;207;20200514;170.4;20000303;;XSWX;RS;CH;0;193.27
ALPINE SELECT N;CH0019199550;ALPN;1919955;14.7;;;20210329;14.7;;0;0;0;0;CHF;20210329;14.7;20200525;12.1;20040902;;XSWX;RS;CH;0;13.93
ALPINE SELECT N 2. LINIE;CH0550395120;ALPNE;55039512;14.7;;;20210217;14.7;;0;0;0;0;CHF;20210217;14;20200730;12.6;20200626;20220531;XSWX;RS;CH;0;13.91
ALSO N;CH0024590272;ALSN;2459027;270.5;271;266.5;20210330;266.5;266.5;6563;0;338;6901;CHF;20210311;278.5;20200401;150;20060323;;XSWX;RS;CH;0;253.87
ALUFLEXPACK N;CH0453226893;AFP;45322689;34.2;34.2;32.3;20210330;33.3;33;4776;0;725;5501;CHF;20210208;42.2;20200417;17.7;20190628;;XSWX;RS;CH;0;37.23
APG SGA N;CH0019107025;APGN;1910702;214;216;209;20210330;212.5;209;1536;0;54;1590;CHF;20210319;232;20200403;158.2;20040818;;XSWX;RS;CH;0;203.48
ARBONIA N;CH0110240600;ARBN;11024060;16.76;16.8;16.6;20210330;16.7;16.6;55129;0;1702;56831;CHF;20210315;17;20200401;7.19;20100422;;XSWX;RS;CH;0;15.49
Arundel N;CH0002271010;ARON;227101;2.58;2.58;2.58;20210330;2.58;2.58;119;0;0;119;CHF;20200828;4;20200421;1.57;20050729;;XSWX;RS;CH;0;2.52
ARYZTA N;CH0043238366;ARYN;4323836;1.05;1.06;1.037;20210330;1.051;1.05;3102294;0;498613;3600907;CHF;20210322;1.13;20200416;0.281;20180924;;XSWX;RS;CH;0;0.89
ASCOM N;CH0011339204;ASCN;1133920;14.4;14.6;14.3;20210330;14.58;14.6;42413;78800;2226;123439;CHF;20210202;15.76;20200401;5.3;20001108;;XSWX;RS;CH;0;14.56
ASMALLWORLD N;CH0404880129;ASWN;40488012;3.15;3.15;3.1;20210330;3.1;3.15;3811;0;0;3811;CHF;20201230;4.88;20200526;1.3;20180320;;XSWX;RS;CH;0;3.31
AUTONEUM N;CH0127480363;AUTN;12748036;176.7;178.1;170;20210330;171.9;172.8;18293;0;546;18839;CHF;20210318;201;20200402;57.2;20110513;;XSWX;RS;CH;0;171.53
BACHEM N -B-;CH0012530207;BANB;1253020;399;404.5;397;20210330;400;397;5312;0;517;5829;CHF;20201005;418;20200401;185.2;20010629;;XSWX;RS;CH;0;368.89
BALOISE N;CH0012410517;BALN;1241051;163.5;164.7;162.3;20210330;161.7;162.4;82380;0;3331;85711;CHF;20210308;168.8;20201028;120.8;20180924;;XSWX;RS;CH;0;158.08
BANQUE PROFIL DE GESTION N;CH0473243506;BPDG;47324350;1.8;1.8;1.8;20210330;1.8;1.8;6000;0;0;6000;CHF;20201118;2.72;20200414;1.16;20190517;;XSWX;RS;CH;0;1.89
BARRY CALLEBAUT N;CH0009002962;BARN;900296;2140;2162;2134;20210330;2146;2134;4584;0;228;4812;CHF;20210329;2166;20200615;1766;19980615;;XSWX;RS;CH;0;2035.86
BASELLAND KB PS;CH0001473559;BLKB;147355;924;924;916;20210330;924;918;217;0;0;217;CHF;20210104;946;20200408;854;19960802;;XSWX;PC;CH;0;924.53
BASILEA N;CH0011432447;BSLN;1143244;46.62;46.74;46;20210330;46.72;46.74;71961;0;1475;73436;CHF;20210212;61.95;20200402;40.6;20040325;;XSWX;RS;CH;0;50.17
BASLER KB PS;CH0009236461;BSKP;923646;64.2;64.2;63.4;20210330;64.2;63.6;1156;0;0;1156;CHF;20200528;73.8;20201218;57.2;19980710;;XSWX;PC;CH;0;62.53
BB BIOTECH N;CH0038389992;BION;3838999;80.6;81;80.05;20210330;80.5;80.75;68184;0;3026;71210;CHF;20210209;93.45;20200401;51.15;20080422;;XSWX;RS;CH;0;85.3
