ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N 2. LINIE;CH0357679619;ABBNE;35767961;28;;;20210309;28;;0;0;0;0;CHF;20210309;28;20201030;22.01;20200723;20210324;XSWX;RS;CH;0;26.18
ACHIKO N;CH0522213468;ACHI;52221346;0.311;0.315;0.311;20210315;0.315;0.311;159093;0;0;159093;CHF;20200820;1.67;20200806;0.165;20200619;;XSWX;RS;CH;0;0.35
ADDEX N;CH0029850754;ADXN;2985075;1.705;1.72;1.65;20210315;1.68;1.68;41293;0;0;41293;CHF;20200810;2.95;20200318;0.95;20070522;;XSWX;RS;CH;0;1.92
ADECCO N 2. LINIE;CH0532347462;ADENE;53234746;31.5;;;;31.5;;0;0;0;0;CHF;;;;;20200326;20230324;XSWX;RS;CH;0;
ADVAL TECH N;CH0008967926;ADVN;896792;171;172;160;20210315;170;160;13;0;0;13;CHF;20210115;189;20200327;120;19980604;;XSWX;RS;CH;0;174.39
AEVIS N;CH0478634105;AEVS;47863410;12.5;12.5;12.15;20210315;12.35;12.25;2986;0;0;2986;CHF;20200427;13.65;20200320;9;20190607;;XSWX;RS;CH;0;12.3
AIRESIS N;CH0010947627;AIRE;1094762;0.8;0.8;0.72;20210315;0.76;0.76;116750;0;0;116750;CHF;20200317;1.03;20210208;0.71;20000717;;XSWX;RS;CH;0;0.79
ALLREAL N;CH0008837566;ALLN;883756;187.2;188.8;186.4;20210315;187.6;188;22935;2500;3572;29007;CHF;20201109;207;20200323;159.8;20000303;;XSWX;RS;CH;0;194.6
ALPINE SELECT N;CH0019199550;ALPN;1919955;14.6;14.6;14.6;20210315;14.5;14.6;4000;0;0;4000;CHF;20210310;14.7;20200319;11.4;20040902;;XSWX;RS;CH;0;13.86
ALPINE SELECT N 2. LINIE;CH0550395120;ALPNE;55039512;14.4;;;20210217;14.4;;0;0;0;0;CHF;20210217;14;20200730;12.6;20200626;20220531;XSWX;RS;CH;0;13.84
ALSO N;CH0024590272;ALSN;2459027;268;273.5;268;20210315;269;273;10814;0;852;11666;CHF;20210311;278.5;20200319;123;20060323;;XSWX;RS;CH;0;250.83
ALUFLEXPACK N;CH0453226893;AFP;45322689;37.4;37.9;36.8;20210315;36.7;36.8;5217;0;1568;6785;CHF;20210208;42.2;20200318;11.3;20190628;;XSWX;RS;CH;0;36.81
APG SGA N;CH0019107025;APGN;1910702;210;213;199.6;20210315;187.8;199.8;4827;0;31;4858;CHF;20210315;213;20200403;158.2;20040818;;XSWX;RS;CH;0;191.2
ARBONIA N;CH0110240600;ARBN;11024060;16.56;17;16.4;20210315;16.8;16.8;130539;0;3926;134465;CHF;20210315;17;20200318;6.2;20100422;;XSWX;RS;CH;0;15.08
Arundel N;CH0002271010;ARON;227101;2.58;2.58;2.28;20210315;2.42;2.28;4000;0;0;4000;CHF;20200828;4;20200331;1.52;20050729;;XSWX;RS;CH;0;2.49
ARYZTA N;CH0043238366;ARYN;4323836;1.036;1.078;0.992;20210315;0.9625;1.048;31463452;0;2458659;33922111;CHF;20210315;1.078;20200416;0.281;20180924;;XSWX;RS;CH;0;0.8
ASCOM N;CH0011339204;ASCN;1133920;15;15.22;14.92;20210315;15.06;15.22;48357;0;9224;57581;CHF;20210202;15.76;20200323;4.37;20001108;;XSWX;RS;CH;0;14.29
ASMALLWORLD N;CH0404880129;ASWN;40488012;3.1;3.25;3.1;20210315;3.15;3.25;3094;0;0;3094;CHF;20201230;4.88;20200526;1.3;20180320;;XSWX;RS;CH;0;3.36
AUTONEUM N;CH0127480363;AUTN;12748036;194.2;197;192.1;20210315;192;192.5;20320;0;780;21100;CHF;20210315;197;20200319;50;20110513;;XSWX;RS;CH;0;166.05
BACHEM N -B-;CH0012530207;BANB;1253020;356;379;354.5;20210315;364.5;379;23318;0;2311;25629;CHF;20201005;418;20200318;156;20010629;;XSWX;RS;CH;0;368.38
BALOISE N;CH0012410517;BALN;1241051;160.2;161.6;159.6;20210315;160.2;160;71352;0;3914;75266;CHF;20210308;168.8;20200323;105.7;20180924;;XSWX;RS;CH;0;157.55
BANQUE PROFIL DE GESTION N;CH0473243506;BPDG;47324350;1.86;1.86;1.72;20210315;1.84;1.74;17399;0;0;17399;CHF;20201118;2.72;20200414;1.16;20190517;;XSWX;RS;CH;0;1.95
BARRY CALLEBAUT N;CH0009002962;BARN;900296;2104;2116;2096;20210315;2092;2100;4247;0;141;4388;CHF;20201230;2124;20200323;1721;19980615;;XSWX;RS;CH;0;2031.22
BASELLAND KB PS;CH0001473559;BLKB;147355;936;936;930;20210315;932;932;785;0;18;803;CHF;20210104;946;20200319;846;19960802;;XSWX;PC;CH;0;929.86
BASILEA N;CH0011432447;BSLN;1143244;47.28;48.06;47.18;20210315;47.42;47.5;60261;0;4129;64390;CHF;20210212;61.95;20200317;30.86;20040325;;XSWX;RS;CH;0;50.95
BASLER KB PS;CH0009236461;BSKP;923646;65.2;65.4;64.4;20210315;65;65;4332;0;0;4332;CHF;20200528;73.8;20201218;57.2;19980710;;XSWX;PC;CH;0;61.61
BB BIOTECH N;CH0038389992;BION;3838999;89.05;89.2;87.9;20210315;87.5;87.95;76717;0;1312;78029;CHF;20210209;93.45;20200317;44;20080422;;XSWX;RS;CH;0;83.31
BB BIOTECH N 2. LINIE;CH0027659793;BIOEE;2765979;48.8;;;20160311;48.8;;0;0;0;0;CHF;;;;;20061108;20220411;XSWX;RS;CH;0;
BC GENEVE N;CH0350494719;BCGE;35049471;161;161.5;159.5;20210315;160.5;161.5;988;0;0;988;CHF;20200605;184;20210121;152.5;20170202;;XSWX;RS;CH;0;158.73
BC JURA N;CH0350665672;BCJ;35066567;54;54;53;20210315;54;53;75;0;0;75;CHF;20201207;58.5;20201026;50;20170505;;XSWX;RS;CH;0;53.44
BC VAUD N;CH0531751755;BCVN;53175175;94.9;95.4;94.7;20210315;94.8;94.7;47395;0;929;48324;CHF;20210216;101.6;20200319;67.5;20200528;;XSWX;RS;CH;0;95.99
BEKB / BCBE N;CH0009691608;BEKN;969160;215;216;212.5;20210315;214.5;215.5;5686;0;242;5928;CHF;20200619;238;20200323;197.6;20000802;;XSWX;RS;CH;0;220.09
BELIMO N;CH0001503199;BEAN;150319;7080;7250;7060;20210315;7150;7250;660;0;3;663;CHF;20201117;8090;20200317;4675;19960802;;XSWX;RS;CH;0;7217.17
BELL FOOD GROUP N;CH0315966322;BELL;31596632;278;279;273.5;20210315;275;276.5;1711;0;23;1734;CHF;20210305;280;20200317;212;20160428;;XSWX;RS;CH;0;254.74
BELLEVUE GROUP N;CH0028422100;BBN;2842210;41.8;42.5;41.7;20210315;41.8;41.9;35243;0;9;35252;CHF;20210302;43.5;20200415;19.55;20070115;;XSWX;RS;CH;0;36.7
BK LINTH N;CH0001307757;LINN;130775;535;535;530;20210315;525;530;26;0;0;26;CHF;20201005;565;20200612;460;19960802;;XSWX;RS;CH;0;513.57
BKW N;CH0130293662;BKW;13029366;106.4;107.6;105.8;20210315;105.6;106;40020;0;4075;44095;CHF;20210208;111.4;20200319;69.1;20111212;;XSWX;RS;CH;0;103.41
Blackstone Resources N;CH0460027110;BLS;46002711;4.82;4.86;4.68;20210315;4.66;4.8;98075;0;0;98075;CHF;20200810;7.2;20200330;0.64;20190208;;XSWX;RS;CH;0;4.35
BOBST GRP N;CH0012684657;BOBNN;1268465;62.45;64.2;62;20210315;63.75;64.2;16315;0;966;17281;CHF;20210223;68.4;20200317;35.38;20011112;;XSWX;RS;CH;0;61.37
BOSSARD N;CH0238627142;BOSN;23862714;214;218;212.5;20210315;216;216;6626;0;68;6694;CHF;20210315;218;20200323;94.25;20140414;;XSWX;RS;CH;0;196.33
BUCHER N;CH0002432174;BUCN;243217;474.8;484.6;473.8;20210315;474.2;474;9403;0;853;10256;CHF;20210311;485.2;20200323;221.4;20050504;;XSWX;RS;CH;0;434.66
BURCKHARDT N;CH0025536027;BCHN;2553602;335.5;346.5;333;20210315;340.5;339;2275;0;52;2327;CHF;20210302;356;20200319;143.4;20060626;;XSWX;RS;CH;0;324.45
BURKHALTER N;CH0212255803;BRKN;21225580;71.1;72;70.5;20210315;70.8;72;1189;0;0;1189;CHF;20200605;72.9;20200317;47.5;20130529;;XSWX;RS;CH;0;67.49
BVZ HOL N;CH0008207356;BVZN;820735;855;860;845;20210315;860;845;85;0;0;85;CHF;20200430;1130;20201006;675;19990819;;XSWX;RS;CH;0;799.24
CALIDA N;CH0126639464;CALN;12663946;36.9;37;36.2;20210315;36.5;36.9;9817;0;271;10088;CHF;20210315;37;20200318;25;20110418;;XSWX;RS;CH;0;34.55
CASTLE ALT N;CH0005092751;CASN;509275;13.5;;;20210224;13.5;;0;0;0;0;CHF;20200617;13.5;20200327;12.5;19970410;;XSWX;RS;CH;0;13
CASTLE PRIVATE N;CH0048854746;CPEN;4885474;10.3;10.3;10.3;20210315;10.1;10.3;2000;0;0;2000;CHF;20200512;11.6;20200318;9.12;20081216;;XSWX;RS;CH;0;10.04
CASTLE PRIVATE N 2. LINIE;CH0184587159;CPENE;18458715;13.9;;;20191230;13.9;;0;0;0;0;CHF;;;;;20190614;20220613;XSWX;RS;CH;0;
CEMBRA MONEY BANK N;CH0225173167;CMBN;22517316;103.4;104.4;102.5;20210315;102.3;102.5;169227;0;11640;180867;CHF;20201110;115.3;20200318;70;20131030;;XSWX;RS;CH;0;100.42
CFRAO  C 11/23;CH0559601544;CFRAO;55960154;0.35;0.38;0.35;20210315;0.36;0.36;10776341;0;0;10776341;CHF;20210315;0.38;20201208;0.16;20201127;20231115;XSWX;SW;CH;0;0.28
CI COM SA;CH0001625810;CIE;162581;3.48;3.72;3.1;20210315;3.46;3.72;890;0;0;890;CHF;20210212;5.2;20200403;1.65;19960802;;XSWX;BS;CH;0;3.92
CICOR TECH N;CH0008702190;CICN;870219;52.8;54;52.8;20210315;53.2;53.4;5462;0;0;5462;CHF;20210315;54;20200317;29.3;19980424;;XSWX;RS;CH;0;48.9
CIE FIN TR I;CH0014345117;CFT;1434511;118;118;116.5;20210315;117;116.5;929;0;0;929;CHF;20210315;118;20200319;91.8645;20020704;;XSWX;BS;CH;0;111.33
COLTENE N;CH0025343259;CLTN;2534325;114.4;116.6;112.2;20210315;112.8;113.4;8686;0;64;8750;CHF;20210311;119;20200319;56.1;20060623;;XSWX;RS;CH;1000;96.27
COMET N;CH0360826991;COTN;36082699;215.5;217.5;213.5;20210315;215;214;8819;1478;1014;11311;CHF;20210303;226.5;20200319;71.3;20170426;;XSWX;RS;CH;0;207.13
CONZZETA N;CH0244017502;CON;24401750;1304;1326;1296;20210315;1300;1300;1091;0;104;1195;CHF;20210315;1326;20200317;717;20140714;;XSWX;RS;CH;0;1192.32
CPH N;CH0001624714;CPHN;162471;67;67;66.2;20210315;66.8;66.6;880;0;0;880;CHF;20200602;76;20200320;57;20010611;;XSWX;RS;CH;0;69.71
CREALOGIX N;CH0011115703;CLXN;1111570;124;124;122.5;20210315;123.5;122.5;152;0;0;152;CHF;20210111;133.5;20200323;82;20000907;;XSWX;RS;CH;0;124.89
