ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;28.27;28.27;27.35;20210308;27.06;27.45;8198267;0;480763;8679030;CHF;20210308;28.27;20200316;14.11;20201207;;XSWX;RS;CH;0;25.97
ADECCO N;CH0012138605;ADEN;1213860;63.78;63.78;61.88;20210308;61.86;62.04;790005;0;55376;845381;CHF;20210308;63.78;20200317;30.5;20201207;;XSWX;RS;CH;0;58.37
ALCON N;CH0432492467;ALC;43249246;63.36;63.56;62.64;20210308;62.66;63.3;727179;0;19564;746743;CHF;20210204;69.1;20200323;38.625;20201207;;XSWX;RS;CH;0;62.43
AMS;AT0000A18XM4;AMS;24924656;19.25;19.4;18.765;20210308;19.035;19.4;2052933;12;446233;2499178;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.1
CLARIANT N;CH0012142631;CLN;1214263;20.15;20.15;19.675;20210308;19.59;19.675;1460562;0;279681;1740243;CHF;20200702;20.49;20200323;14;20201207;;XSWX;RS;CH;0;19.01
CS GROUP N;CH0012138530;CSGN;1213853;12.99;13.045;12.775;20210308;12.75;12.775;8146865;1033236;1540844;10720945;CHF;20210225;13.5;20200317;6.18;20201207;;XSWX;RS;CH;0;12.15
GEBERIT N;CH0030170408;GEBN;3017040;569.6;569.8;553.6;20210308;555.2;557.8;95358;0;9819;105177;CHF;20210114;600.6;20200316;361.4;20201207;;XSWX;RS;CH;0;554.15
GIVAUDAN N;CH0010645932;GIVN;1064593;3478;3485;3410;20210308;3405;3415;18113;330;475;18918;CHF;20200921;4099;20200316;2505;20201207;;XSWX;RS;CH;0;3616.56
JULIUS BAER N;CH0102484968;BAER;10248496;58.28;58.28;56.06;20210308;56.06;56.26;529016;0;52077;581093;CHF;20210308;58.28;20200317;24.32;20201207;;XSWX;RS;CH;0;53.91
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;244.1;244.3;239.2;20210308;240;239.5;146345;0;19809;166154;CHF;20210304;245.5;20200316;119.25;20201207;;XSWX;RS;CH;0;208.42
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;53.9;53.92;52.98;20210308;52.42;53.12;2557893;196000;306083;3059976;CHF;20210308;53.92;20200317;28.3;20201207;;XSWX;RS;CH;0;50
LOGITECH N;CH0025751329;LOGN;2575132;87.96;88.76;86.34;20210308;86.18;88;1089868;71600;108278;1269746;CHF;20210216;107.35;20200316;28.67;20201207;;XSWX;RS;CH;0;92.13
LONZA N;CH0013841017;LONN;1384101;541.8;545.4;530.2;20210308;533.4;536.2;159958;8650;11848;180456;CHF;20201117;637.8;20200316;301;20201207;;XSWX;RS;CH;0;574.93
NESTLE N;CH0038863350;NESN;3886335;99.36;99.39;98.42;20210308;98.57;99.1;4017625;399207;304673;4721505;CHF;20200730;112.62;20200316;83.37;20201207;;XSWX;RS;CH;0;100.55
NOVARTIS N;CH0012005267;NOVN;1200526;78.86;79.17;77.66;20210308;76.89;77.78;4872336;446300;486824;5805460;CHF;20200428;89.34;20200316;65.09;20201207;;XSWX;RS;CH;0;81.64
PARTNERS GROUP N;CH0024608827;PGHN;2460882;1091.5;1095;1067;20210308;1083;1084.5;48912;9620;8514;67046;CHF;20210304;1151.5;20200318;525;20201207;;XSWX;RS;CH;0;1056.1
RICHEMONT N;CH0210483332;CFR;21048333;88.78;88.86;86.02;20210308;85.94;86.22;1067059;0;170556;1237615;CHF;20210303;91.32;20200316;44.64;20201207;;XSWX;RS;CH;0;83.19
ROCHE GS;CH0012032048;ROG;1203204;303.15;303.3;297.9;20210308;298;299.65;993397;32225;77520;1103142;CHF;20200428;357.85;20200316;265.75;20201207;;XSWX;GC;CH;0;308.24
SCHINDLER PS;CH0024638196;SCHP;2463819;257.8;258.1;254.1;20210308;253.7;254.1;83015;0;14065;97080;CHF;20210224;259.8;20200316;185.2;20201207;;XSWX;PC;CH;0;243.56
SGS N;CH0002497458;SGSN;249745;2638;2638;2614;20210308;2616;2627;10698;0;2410;13108;CHF;20210216;2781;20200316;1801.5;20201207;;XSWX;RS;CH;0;2683.71
SIKA N;CH0418792922;SIKA;41879292;254.8;254.9;248.5;20210308;248.8;250;224821;0;18282;243103;CHF;20210112;258.8;20200316;125.1;20201207;;XSWX;RS;CH;0;245.67
SONOVA N;CH0012549785;SOON;1254978;221.4;225;218.5;20210308;219.7;222.5;123295;0;8495;131790;CHF;20201109;249.4;20200318;140.0662;20201207;;XSWX;RS;CH;0;227.85
STRAUMANN N;CH0012280076;STMN;1228007;1075;1075;1042;20210308;1057;1064;26847;3800;2389;33036;CHF;20210217;1182;20200319;547.2;20201207;;XSWX;RS;CH;0;1057.88
SWATCH GROUP I;CH0012255151;UHR;1225515;285;285.1;274.1;20210308;274.6;274.8;207202;2550;8588;218340;CHF;20210308;285.1;20200316;151;20201207;;XSWX;BS;CH;0;254.33
SWISS LIFE HOLDING AG N;CH0014852781;SLHN;1485278;460.3;460.8;451.5;20210308;446;453.4;147335;22000;9393;178728;CHF;20210302;470.2;20200323;256.3;20201207;;XSWX;RS;CH;0;426.16
SWISS RE N;CH0126881561;SREN;12688156;91.54;91.64;89.3;20210308;88.66;89.58;1303913;319000;50994;1673907;CHF;20210308;91.64;20200319;52.68;20201207;;XSWX;RS;CH;0;83.56
SWISSCOM N;CH0008742519;SCMN;874251;476.4;476.6;469;20210308;467;469.5;126374;6000;4735;137109;CHF;20200407;548;20200316;446.7;20201207;;XSWX;RS;CH;0;475.63
TEMENOS N;CH0012453913;TEMN;1245391;132;132.8;130.05;20210308;130;131;218586;183618;17781;419985;CHF;20200715;164.5;20200316;91.54;20201207;;XSWX;RS;CH;0;118.56
UBS GROUP N;CH0244767585;UBSG;24476758;14.795;14.795;14.37;20210308;14.35;14.38;13650772;148645;798773;14598190;CHF;20210308;14.795;20200316;7.002;20201207;;XSWX;RS;CH;0;13.39
ZURICH INSURANCE N;CH0011075394;ZURN;1107539;399.3;399.8;392;20210308;390.4;393;423002;2680;12774;438456;CHF;20210308;399.8;20200316;248.7;20201207;;XSWX;RS;CH;0;373.3

Produced at: 23:45:01 2021-03-08
