ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;27.11;27.44;26.74;20210302;26.79;26.75;5678435;195000;457224;6330659;CHF;20210203;27.52;20200316;14.11;20201207;;XSWX;RS;CH;18748;25.73
ADECCO N;CH0012138605;ADEN;1213860;59.04;59.38;57.92;20210302;58.04;57.94;540414;94000;31575;665989;CHF;20210108;61.2;20200317;30.5;20201207;;XSWX;RS;CH;996;57.91
ALCON N;CH0432492467;ALC;43249246;64.1;65.56;63.98;20210302;63.78;65;709503;0;62949;772452;CHF;20210204;69.1;20200323;38.625;20201207;;XSWX;RS;CH;5128;61.98
AMS;AT0000A18XM4;AMS;24924656;20.08;21.13;20.01;20210302;21.02;20.68;3401623;0;489575;3891198;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.25
CLARIANT N;CH0012142631;CLN;1214263;19.715;19.795;19.485;20210302;19.59;19.57;876512;0;78859;955371;CHF;20200304;21.82;20200323;14;20201207;;XSWX;RS;CH;0;18.89
CS GROUP N;CH0012138530;CSGN;1213853;13.035;13.295;12.92;20210302;13.38;13.21;12554186;55000;1238380;13847566;CHF;20210225;13.5;20200317;6.18;20201207;;XSWX;RS;CH;34868;12.07
GEBERIT N;CH0030170408;GEBN;3017040;557;560;546.8;20210302;549;550;77307;500;3311;81118;CHF;20210114;600.6;20200316;361.4;20201207;;XSWX;RS;CH;380;551.6
GIVAUDAN N;CH0010645932;GIVN;1064593;3512;3534;3468;20210302;3472;3475;18628;875;1932;21435;CHF;20200921;4099;20200316;2505;20201207;;XSWX;RS;CH;80;3624.3
JULIUS BAER N;CH0102484968;BAER;10248496;56.16;56.8;55.64;20210302;56.7;56.58;547624;0;30830;578454;CHF;20210225;57.48;20200317;24.32;20201207;;XSWX;RS;CH;0;53.44
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;221.9;226.7;221.4;20210302;222.5;223;256677;34865;6615;298157;CHF;20210302;226.7;20200316;119.25;20201207;;XSWX;RS;CH;0;204.33
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;52.68;52.94;51.74;20210302;51.9;51.84;2105499;25000;121835;2252334;CHF;20210108;53.2;20200317;28.3;20201207;;XSWX;RS;CH;7548;49.64
LOGITECH N;CH0025751329;LOGN;2575132;99;100.7;97.98;20210302;98.54;98.62;787971;13800;51083;852854;CHF;20210216;107.35;20200316;28.67;20201207;;XSWX;RS;CH;0;91.52
LONZA N;CH0013841017;LONN;1384101;578;587;574.4;20210302;575.6;579.2;173701;7000;14280;194981;CHF;20201117;637.8;20200316;301;20201207;;XSWX;RS;CH;764;574.07
