ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ACHIKO N;CH0522213468;ACHI;52221346;0.274;0.275;0.262;20210331;0.263;0.268;341191;0;0;341191;CHF;20200820;1.67;20200806;0.165;20200619;;XSWX;RS;CH;0;0.34
ADDEX N;CH0029850754;ADXN;2985075;1.68;1.695;1.66;20210331;1.69;1.695;27202;0;0;27202;CHF;20200810;2.95;20200402;1.025;20070522;;XSWX;RS;CH;0;1.89
ADECCO N 2. LINIE;CH0532347462;ADENE;53234746;31.5;;;;31.5;;0;0;0;0;CHF;;;;;20200326;20230324;XSWX;RS;CH;0;
ADVAL TECH N;CH0008967926;ADVN;896792;175;175;175;20210331;175;175;2;0;0;2;CHF;20210115;189;20201103;125;19980604;;XSWX;RS;CH;0;176.17
AEVIS N;CH0478634105;AEVS;47863410;13.5;13.7;13.4;20210331;13.7;13.7;2355;0;0;2355;CHF;20210325;14;20200715;10.2;20190607;;XSWX;RS;CH;0;12.63
AIRESIS N;CH0010947627;AIRE;1094762;0.78;0.78;0.78;20210331;0.78;0.78;253;0;0;253;CHF;20200901;1.02;20210208;0.71;20000717;;XSWX;RS;CH;0;0.78
ALLREAL N;CH0008837566;ALLN;883756;190.4;191.8;190;20210331;191;191.2;33789;0;285;34074;CHF;20201109;207;20200514;170.4;20000303;;XSWX;RS;CH;0;193.11
ALPINE SELECT N;CH0019199550;ALPN;1919955;14.7;14.7;14.7;20210331;14.7;14.7;374;0;0;374;CHF;20210331;14.7;20200525;12.1;20040902;;XSWX;RS;CH;0;13.93
ALPINE SELECT N 2. LINIE;CH0550395120;ALPNE;55039512;14.8;;;20210217;14.7;;0;0;0;0;CHF;20210217;14;20200730;12.6;20200626;20220531;XSWX;RS;CH;0;13.91
ALSO N;CH0024590272;ALSN;2459027;271;272;268.5;20210331;270.5;269.5;7309;2350;299;9958;CHF;20210311;278.5;20200402;155.8;20060323;;XSWX;RS;CH;0;254.03
ALUFLEXPACK N;CH0453226893;AFP;45322689;33.8;34.1;32.4;20210331;34.2;34.1;13253;0;92;13345;CHF;20210208;42.2;20200417;17.7;20190628;;XSWX;RS;CH;0;37.22
APG SGA N;CH0019107025;APGN;1910702;218.5;218.5;215;20210331;214;218;1067;0;5;1072;CHF;20210319;232;20200403;158.2;20040818;;XSWX;RS;CH;0;203.65
ARBONIA N;CH0110240600;ARBN;11024060;16.76;17.08;16.64;20210331;16.76;16.64;137359;0;6929;144288;CHF;20210331;17.08;20200504;7.46;20100422;;XSWX;RS;CH;0;15.53
Arundel N;CH0002271010;ARON;227101;2.36;2.6;2.36;20210331;2.58;2.58;8568;0;0;8568;CHF;20200828;4;20200421;1.57;20050729;;XSWX;RS;CH;0;2.52
ARYZTA N;CH0043238366;ARYN;4323836;1.051;1.065;1.039;20210331;1.05;1.052;5104245;0;304638;5408883;CHF;20210322;1.13;20200416;0.281;20180924;;XSWX;RS;CH;0;0.9
ASCOM N;CH0011339204;ASCN;1133920;14.54;14.58;14.22;20210331;14.4;14.3;68681;0;777;69458;CHF;20210202;15.76;20200403;5.51;20001108;;XSWX;RS;CH;0;14.58
ASMALLWORLD N;CH0404880129;ASWN;40488012;3.15;3.15;3.1;20210331;3.15;3.15;4220;0;0;4220;CHF;20201230;4.88;20200526;1.3;20180320;;XSWX;RS;CH;0;3.28
AUTONEUM N;CH0127480363;AUTN;12748036;177.3;183.1;176.1;20210331;176.7;177.7;18988;0;722;19710;CHF;20210318;201;20200402;57.2;20110513;;XSWX;RS;CH;0;171.85
BACHEM N -B-;CH0012530207;BANB;1253020;405;405.5;396;20210331;399;398.5;13261;0;572;13833;CHF;20201005;418;20200402;188.6;20010629;;XSWX;RS;CH;0;369.18
BALOISE N;CH0012410517;BALN;1241051;160.8;163.9;160.6;20210331;163.5;163.2;79507;0;1597;81104;CHF;20210308;168.8;20201028;120.8;20180924;;XSWX;RS;CH;0;158.11
BANQUE PROFIL DE GESTION N;CH0473243506;BPDG;47324350;1.8;;;20210330;1.8;;0;0;0;0;CHF;20201118;2.72;20200414;1.16;20190517;;XSWX;RS;CH;0;1.89
BARRY CALLEBAUT N;CH0009002962;BARN;900296;2136;2148;2130;20210331;2140;2134;4952;0;188;5140;CHF;20210329;2166;20200615;1766;19980615;;XSWX;RS;CH;0;2036.57
BASELLAND KB PS;CH0001473559;BLKB;147355;924;926;916;20210331;924;920;465;0;0;465;CHF;20210104;946;20200408;854;19960802;;XSWX;PC;CH;0;924.32
BASILEA N;CH0011432447;BSLN;1143244;46.44;47.64;46.04;20210331;46.62;46.58;71070;0;8724;79794;CHF;20210212;61.95;20200402;40.6;20040325;;XSWX;RS;CH;0;50.11
BASLER KB PS;CH0009236461;BSKP;923646;64.2;65;64.2;20210331;64.2;64.8;8207;0;226;8433;CHF;20200528;73.8;20201218;57.2;19980710;;XSWX;PC;CH;0;62.59
BB BIOTECH N;CH0038389992;BION;3838999;82.2;82.7;80;20210331;80.6;80.6;97900;0;3957;101857;CHF;20210209;93.45;20200402;51.5;20080422;;XSWX;RS;CH;0;85.36
BB BIOTECH N 2. LINIE;CH0027659793;BIOEE;2765979;48.8;;;20160311;48.8;;0;0;0;0;CHF;;;;;20061108;20220411;XSWX;RS;CH;0;
BC GENEVE N;CH0350494719;BCGE;35049471;161;161.5;160.5;20210331;161;160.5;224;0;0;224;CHF;20200605;184;20210121;152.5;20170202;;XSWX;RS;CH;0;159.21
BC JURA N;CH0350665672;BCJ;35066567;54;54;53;20210331;54;54;31;0;0;31;CHF;20201207;58.5;20201026;50;20170505;;XSWX;RS;CH;0;53.63
BC VAUD N;CH0531751755;BCVN;53175175;92.2;93.7;92.2;20210331;93.7;93.6;113626;0;1514;115140;CHF;20210216;101.6;20200402;77.6;20200528;;XSWX;RS;CH;0;95.95
BEKB / BCBE N;CH0009691608;BEKN;969160;213;215;212;20210331;212;213;5660;0;114;5774;CHF;20200619;238;20200406;205;20000802;;XSWX;RS;CH;0;214.71
