ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;53.34;53.92;52.94;20210316;53.6;53.68;1441168;0;196605;1637773;CHF;20210315;54.74;20200318;28.42;20201207;;XSWX;RS;CH;0;50.62
LOGITECH N;CH0025751329;LOGN;2575132;94.28;94.88;93.32;20210316;92.28;93.42;840753;3074;66282;910109;CHF;20210216;107.35;20200318;32.65;20201207;;XSWX;RS;CH;2550;93.16
LONZA N;CH0013841017;LONN;1384101;552;556;544.4;20210316;544;547.2;142399;0;15795;158194;CHF;20201117;637.8;20200318;308.5;20201207;;XSWX;RS;CH;0;576.53
NESTLE N;CH0038863350;NESN;3886335;101.16;101.2;100.5;20210316;100.36;100.56;3817341;38750;99405;3955496;CHF;20200730;112.62;20200318;89.88;20201207;;XSWX;RS;CH;0;100.59
NOVARTIS N;CH0012005267;NOVN;1200526;79.58;79.8;78.89;20210316;78.45;79;4505293;1180348;268700;5954341;CHF;20200428;89.34;20200318;69.51;20201207;;XSWX;RS;CH;0;81.44
PARTNERS GROUP N;CH0024608827;PGHN;2460882;1146;1157;1131.5;20210316;1114.5;1157;46082;140;5829;52051;CHF;20210316;1157;20200318;525;20201207;;XSWX;RS;CH;0;1069.04
RICHEMONT N;CH0210483332;CFR;21048333;90;90.86;89.16;20210316;90.1;90.62;949743;186050;137250;1273043;CHF;20210315;92.06;20200318;47.72;20201207;;XSWX;RS;CH;0;84.61
ROCHE GS;CH0012032048;ROG;1203204;312.3;313.6;309.8;20210316;310.8;310;1191617;317100;105353;1614070;CHF;20200428;357.85;20200318;273.7;20201207;;XSWX;GC;CH;0;308.58
SCHINDLER PS;CH0024638196;SCHP;2463819;266.7;270;265.6;20210316;268.6;269.2;115978;0;15948;131926;CHF;20210315;271.8;20200319;196;20201207;;XSWX;PC;CH;0;245.7
SGS N;CH0002497458;SGSN;249745;2722;2746;2709;20210316;2736;2745;20255;0;569;20824;CHF;20210216;2781;20200318;2004;20201207;;XSWX;RS;CH;0;2695.78
SIKA N;CH0418792922;SIKA;41879292;263.9;264;262.1;20210316;262.1;262.8;179378;10800;25882;216060;CHF;20210311;266;20200318;129.65;20201207;;XSWX;RS;CH;0;248.54
SONOVA N;CH0012549785;SOON;1254978;248.2;249.5;243.2;20210316;243.5;244.5;181378;514;24687;206579;CHF;20210316;249.5;20200318;140.0662;20201207;;XSWX;RS;CH;0;229.28
STRAUMANN N;CH0012280076;STMN;1228007;1114;1126.5;1107.5;20210316;1105;1111;21155;0;833;21988;CHF;20210217;1182;20200319;547.2;20201207;;XSWX;RS;CH;0;1065.99
SWATCH GROUP I;CH0012255151;UHR;1225515;281.1;283.5;279.1;20210316;281.1;282.4;104172;0;4451;108623;CHF;20210315;286.6;20200318;158.2;20201207;;XSWX;BS;CH;0;258.37
SWISS LIFE HOLDING AG N;CH0014852781;SLHN;1485278;454.4;460.4;451.9;20210316;457;458.9;129780;0;5146;134926;CHF;20210302;470.2;20200323;256.3;20201207;;XSWX;RS;CH;0;431.58
SWISS RE N;CH0126881561;SREN;12688156;91.46;92.14;90.72;20210316;91.2;91.5;826441;0;17072;843513;CHF;20210315;92.58;20200319;52.68;20201207;;XSWX;RS;CH;0;84.37
SWISSCOM N;CH0008742519;SCMN;874251;484.1;486.8;483;20210316;482.9;485;115074;9080;4714;128868;CHF;20200407;548;20210226;456.3;20201207;;XSWX;RS;CH;0;475.99
TEMENOS N;CH0012453913;TEMN;1245391;132.25;132.7;130.9;20210316;130.45;132;157307;0;5184;162491;CHF;20200715;164.5;20200323;94.38;20201207;;XSWX;RS;CH;978;119.47
UBS GROUP N;CH0244767585;UBSG;24476758;14.3;14.485;14.22;20210316;14.17;14.255;9627143;18267;918994;10564404;CHF;20210308;14.795;20200318;7.468;20201207;;XSWX;RS;CH;0;13.57
ZURICH INSURANCE N;CH0011075394;ZURN;1107539;391.2;395.9;389.4;20210316;392;392.9;363543;131800;27198;522541;CHF;20210308;399.8;20200318;262;20201207;;XSWX;RS;CH;0;376.69

Produced at: 23:45:01 2021-03-16
