ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;28.67;28.67;28.38;20210311;28.41;28.5;4461236;100000;237912;4799148;CHF;20210311;28.67;20200316;14.11;20201207;;XSWX;RS;CH;0;26.16
ADECCO N;CH0012138605;ADEN;1213860;62.88;64.06;62.68;20210311;63.66;63.6;469363;0;41994;511357;CHF;20210310;64.5;20200317;30.5;20201207;;XSWX;RS;CH;1503;58.78
ALCON N;CH0432492467;ALC;43249246;64.1;64.7;63.96;20210311;64.3;64.3;621668;2000;23631;647299;CHF;20210204;69.1;20200323;38.625;20201207;;XSWX;RS;CH;0;62.73
AMS;AT0000A18XM4;AMS;24924656;19.23;19.34;18.84;20210311;18.87;19.04;2505134;0;389511;2894645;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.12
CLARIANT N;CH0012142631;CLN;1214263;19.99;20.2;19.955;20210311;20.09;20.03;545504;0;41993;587497;CHF;20200702;20.49;20200323;14;20201207;;XSWX;RS;CH;0;19.12
CS GROUP N;CH0012138530;CSGN;1213853;12.39;12.875;12.305;20210311;12.905;12.87;15093271;694665;1373276;17161212;CHF;20210225;13.5;20200317;6.18;20201207;;XSWX;RS;CH;18675;12.23
GEBERIT N;CH0030170408;GEBN;3017040;576;584.2;567.8;20210311;568.8;569;131579;14100;11279;156958;CHF;20210114;600.6;20200316;361.4;20201207;;XSWX;RS;CH;0;556.42
GIVAUDAN N;CH0010645932;GIVN;1064593;3562;3600;3514;20210311;3537;3521;17700;2107;1241;21048;CHF;20200921;4099;20200316;2505;20201207;;XSWX;RS;CH;0;3612.24
JULIUS BAER N;CH0102484968;BAER;10248496;58.6;59.3;58.2;20210311;58.9;59.02;337349;1003;64430;402782;CHF;20210310;59.6;20200317;24.32;20201207;;XSWX;RS;CH;0;54.33
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;252.1;253.7;249.4;20210311;248.1;249.7;186789;0;13296;200085;CHF;20210311;253.7;20200316;119.25;20201207;;XSWX;RS;CH;0;211.15
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;54.02;54.06;53.74;20210311;53.7;53.8;1279700;0;168940;1448640;CHF;20210311;54.06;20200317;28.3;20201207;;XSWX;RS;CH;3366;50.33
LOGITECH N;CH0025751329;LOGN;2575132;92.22;92.84;89.8;20210311;89.8;90.12;960643;20650;59207;1040500;CHF;20210216;107.35;20200316;28.67;20201207;;XSWX;RS;CH;0;92.57
LONZA N;CH0013841017;LONN;1384101;552.6;554.6;543.4;20210311;544;544.6;149412;0;5759;155171;CHF;20201117;637.8;20200316;301;20201207;;XSWX;RS;CH;0;575.15
NESTLE N;CH0038863350;NESN;3886335;100.46;100.7;100;20210311;100.56;100.48;2756627;203500;68577;3028704;CHF;20200730;112.62;20200316;83.37;20201207;;XSWX;RS;CH;0;100.56
NOVARTIS N;CH0012005267;NOVN;1200526;78.45;78.64;77.91;20210311;78.32;78.45;3535611;2369865;521852;6427328;CHF;20200428;89.34;20200316;65.09;20201207;;XSWX;RS;CH;12960;81.49
PARTNERS GROUP N;CH0024608827;PGHN;2460882;1124;1124.5;1109;20210311;1113;1116;32722;0;2376;35098;CHF;20210304;1151.5;20200318;525;20201207;;XSWX;RS;CH;0;1062.14
RICHEMONT N;CH0210483332;CFR;21048333;89.56;89.82;89.08;20210311;89.26;89.52;903204;48798;35095;987097;CHF;20210303;91.32;20200316;44.64;20201207;;XSWX;RS;CH;0;83.91
ROCHE GS;CH0012032048;ROG;1203204;307.85;311.8;307.35;20210311;312.85;311.8;1152259;189524;148041;1489824;CHF;20200428;357.85;20200316;265.75;20201207;;XSWX;GC;CH;1881;308.33
SCHINDLER PS;CH0024638196;SCHP;2463819;269.8;270.7;266.5;20210311;265.5;266.8;106995;0;15870;122865;CHF;20210311;270.7;20200316;185.2;20201207;;XSWX;PC;CH;0;244.54
SGS N;CH0002497458;SGSN;249745;2726;2739;2702;20210311;2705;2704;16797;0;1330;18127;CHF;20210216;2781;20200316;1801.5;20201207;;XSWX;RS;CH;0;2688.98
SIKA N;CH0418792922;SIKA;41879292;264.5;266;259.2;20210311;258.6;259.4;279009;3900;36646;319555;CHF;20210311;266;20200316;125.1;20201207;;XSWX;RS;CH;0;247.1
SONOVA N;CH0012549785;SOON;1254978;235.9;236.9;233.2;20210311;233.7;234.6;133482;4478;31328;169288;CHF;20201109;249.4;20200318;140.0662;20201207;;XSWX;RS;CH;0;228.23
STRAUMANN N;CH0012280076;STMN;1228007;1147;1155;1120.5;20210311;1118;1123.5;32563;0;1896;34459;CHF;20210217;1182;20200319;547.2;20201207;;XSWX;RS;CH;0;1062.14
SWATCH GROUP I;CH0012255151;UHR;1225515;284;285.7;282.3;20210311;284.3;283.3;89929;0;9195;99124;CHF;20210309;286.1;20200316;151;20201207;;XSWX;BS;CH;0;256.63
SWISS LIFE HOLDING AG N;CH0014852781;SLHN;1485278;450.7;453;447.7;20210311;452.6;451.8;130615;35000;5418;171033;CHF;20210302;470.2;20200323;256.3;20201207;;XSWX;RS;CH;0;428.88
SWISS RE N;CH0126881561;SREN;12688156;91.64;91.94;90.86;20210311;92.02;91.7;747193;79083;28963;855239;CHF;20210310;92.24;20200319;52.68;20201207;;XSWX;RS;CH;0;84
SWISSCOM N;CH0008742519;SCMN;874251;477.7;480.1;475.1;20210311;478.8;478.3;101616;1818;5603;109037;CHF;20200407;548;20200316;446.7;20201207;;XSWX;RS;CH;0;475.6
TEMENOS N;CH0012453913;TEMN;1245391;131.7;133.5;130.9;20210311;132.1;133.5;170624;53252;14306;238182;CHF;20200715;164.5;20200316;91.54;20201207;;XSWX;RS;CH;0;119.1
UBS GROUP N;CH0244767585;UBSG;24476758;14.29;14.48;14.19;20210311;14.515;14.42;11918984;284565;525641;12729190;CHF;20210308;14.795;20200316;7.002;20201207;;XSWX;RS;CH;0;13.48
ZURICH INSURANCE N;CH0011075394;ZURN;1107539;391;396.3;389.6;20210311;394.9;394.3;370333;11550;25169;407052;CHF;20210308;399.8;20200316;248.7;20201207;;XSWX;RS;CH;0;375.02

Produced at: 23:45:01 2021-03-11
