ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;28.81;29.08;28.5;20210325;29.05;28.9;4313884;1084200;288009;5686093;CHF;20210323;29.49;20200401;16.135;20201207;;XSWX;RS;CH;0;26.99
ADECCO N;CH0012138605;ADEN;1213860;63.58;63.62;62.52;20210325;63.42;63.22;364383;66000;13239;443622;CHF;20210310;64.5;20200403;35.05;20201207;;XSWX;RS;CH;0;59.46
ALCON N;CH0432492467;ALC;43249246;65.42;65.7;64.22;20210325;65.02;64.22;796513;0;34676;831189;CHF;20210204;69.1;20200327;44.42;20201207;;XSWX;RS;CH;0;63.8
AMS;AT0000A18XM4;AMS;24924656;18.455;18.815;18.13;20210325;18.635;18.54;1648489;126000;107201;1881690;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.05
CLARIANT N;CH0012142631;CLN;1214263;18.91;18.94;18.555;20210325;18.945;18.805;771262;0;34770;806032;CHF;20200702;20.49;20201030;15.115;20201207;;XSWX;RS;CH;0;19.24
CS GROUP N;CH0012138530;CSGN;1213853;12.32;12.335;12.095;20210325;12.235;12.165;11662229;0;1107518;12769747;CHF;20210225;13.5;20200514;7.152;20201207;;XSWX;RS;CH;0;12.35
GEBERIT N;CH0030170408;GEBN;3017040;589.6;591.6;584;20210325;588.4;588;70705;0;2066;72771;CHF;20210114;600.6;20200406;397.2;20201207;;XSWX;RS;CH;0;563.55
GIVAUDAN N;CH0010645932;GIVN;1064593;3639;3664;3606;20210325;3616;3616;23334;1800;1539;26673;CHF;20200921;4099;20200327;2833;20201207;;XSWX;RS;CH;0;3594.71
JULIUS BAER N;CH0102484968;BAER;10248496;61.16;61.32;60.06;20210325;61.5;61.18;539742;21600;68056;629398;CHF;20210324;61.76;20200402;30.12;20201207;;XSWX;RS;CH;0;55.96
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;269.6;275.7;267.6;20210325;272.5;270.5;188285;0;14382;202667;CHF;20210325;275.7;20200330;128.15;20201207;;XSWX;RS;CH;0;222.98
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;54.38;54.4;53.52;20210325;53.94;53.8;1594890;0;148448;1743338;CHF;20210315;54.74;20200330;32.55;20201207;;XSWX;RS;CH;0;51.33
