ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;28.44;28.58;28.32;20210329;29.29;28.56;4922704;104625;178101;5205430;CHF;20210326;29.49;20200401;16.135;20201207;;XSWX;RS;CH;0;27.1
ADECCO N;CH0012138605;ADEN;1213860;63.36;63.98;63.08;20210329;63.48;63.74;455454;0;33872;489326;CHF;20210310;64.5;20200403;35.05;20201207;;XSWX;RS;CH;0;59.56
ALCON N;CH0432492467;ALC;43249246;65.06;65.82;64.9;20210329;65.24;65.62;802016;2000;55677;859693;CHF;20210204;69.1;20200402;46.36;20201207;;XSWX;RS;CH;0;64.01
AMS;AT0000A18XM4;AMS;24924656;18.695;18.92;18.555;20210329;18.675;18.73;1257160;0;149213;1406373;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.02
CLARIANT N;CH0012142631;CLN;1214263;19.015;19.175;18.945;20210329;18.975;19;680426;15070;46284;741780;CHF;20200702;20.49;20201030;15.115;20201207;;XSWX;RS;CH;0;19.25
CS GROUP N;CH0012138530;CSGN;1213853;10.745;11.44;10.355;20210329;12.47;11.3;67383766;1447500;5154936;73986202;CHF;20210225;13.5;20200514;7.152;20201207;;XSWX;RS;CH;0;12.2
GEBERIT N;CH0030170408;GEBN;3017040;600;601.6;594.4;20210329;594.6;595.4;71895;18280;4026;94201;CHF;20210329;601.6;20200406;397.2;20201207;;XSWX;RS;CH;0;564.46
GIVAUDAN N;CH0010645932;GIVN;1064593;3611;3640;3580;20210329;3631;3587;20622;3500;1130;25252;CHF;20200921;4099;20200401;2871;20201207;;XSWX;RS;CH;0;3589.87
JULIUS BAER N;CH0102484968;BAER;10248496;60.88;61.78;60.3;20210329;61.44;61.44;422795;0;51962;474757;CHF;20210326;62.04;20200402;30.12;20201207;;XSWX;RS;CH;0;56.19
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;267.8;269.8;265.1;20210329;266.9;266.6;140756;0;7539;148295;CHF;20210325;275.7;20200331;129.45;20201207;;XSWX;RS;CH;0;225.13
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;55.12;55.54;54.92;20210329;55.02;55.14;1285427;14000;31722;1331149;CHF;20210329;55.54;20200403;33.75;20201207;;XSWX;RS;CH;0;51.52
LOGITECH N;CH0025751329;LOGN;2575132;96.02;97.92;95.8;20210329;97.5;97.5;511894;0;27144;539038;CHF;20210216;107.35;20200401;40.65;20201207;;XSWX;RS;CH;0;94.38
LONZA N;CH0013841017;LONN;1384101;544.2;552.2;544.2;20210329;548.6;549.4;155250;5000;21952;182202;CHF;20201117;637.8;20200401;386.1;20201207;;XSWX;RS;CH;0;574.68
NESTLE N;CH0038863350;NESN;3886335;105.22;105.68;104.64;20210329;104.14;104.72;3547440;154575;150189;3852204;CHF;20200730;112.62;20210226;95;20201207;;XSWX;RS;CH;0;100.69
NOVARTIS N;CH0012005267;NOVN;1200526;82.38;82.38;81.78;20210329;81.88;82;2783766;653500;347487;3784753;CHF;20200428;89.34;20201029;70.42;20201207;;XSWX;RS;CH;0;81.33
PARTNERS GROUP N;CH0024608827;PGHN;2460882;1200;1225.5;1198.5;20210329;1220.5;1222;47721;0;2908;50629;CHF;20210326;1229.5;20200402;640.4;20201207;;XSWX;RS;CH;0;1103.98
RICHEMONT N;CH0210483332;CFR;21048333;90.38;91.14;89.64;20210329;89.74;89.84;915363;11600;39763;966726;CHF;20210322;93.1;20200403;49.5;20201207;;XSWX;RS;CH;0;86.49
ROCHE GS;CH0012032048;ROG;1203204;304.5;305.9;302.55;20210329;303.65;304.45;928019;194524;106782;1229325;CHF;20200428;357.85;20201030;290.55;20201207;;XSWX;GC;CH;0;308.5
SCHINDLER PS;CH0024638196;SCHP;2463819;277.5;278.5;272.5;20210329;271.7;272.5;91892;1000;10609;103501;CHF;20210329;278.5;20200402;204.2;20201207;;XSWX;PC;CH;0;250.14
SGS N;CH0002497458;SGSN;249745;2704;2720;2672;20210329;2666;2675;19212;0;2200;21412;CHF;20210216;2781;20200514;2055;20201207;;XSWX;RS;CH;0;2706.15
SIKA N;CH0418792922;SIKA;41879292;266.1;268.2;264.8;20210329;265.5;266.1;227977;22379;19906;270262;CHF;20210329;268.2;20200402;150.1;20201207;;XSWX;RS;CH;0;252.36
SONOVA N;CH0012549785;SOON;1254978;254.6;257.1;253.2;20210329;256.2;256.4;110855;0;10018;120873;CHF;20210329;257.1;20200403;155.0166;20201207;;XSWX;RS;CH;0;232.26
STRAUMANN N;CH0012280076;STMN;1228007;1117.5;1140.5;1112;20210329;1130.5;1133;23513;0;1773;25286;CHF;20210217;1182;20200515;634;20201207;;XSWX;RS;CH;0;1078.61
SWATCH GROUP I;CH0012255151;UHR;1225515;269.2;271;266.6;20210329;268.2;268;128304;0;13373;141677;CHF;20210315;286.6;20200515;168.05;20201207;;XSWX;BS;CH;0;263.17
SWISS LIFE HOLDING AG N;CH0014852781;SLHN;1485278;465.9;470.6;464.1;20210329;465.4;466;112038;4050;1946;118034;CHF;20210329;470.6;20200514;296.7;20201207;;XSWX;RS;CH;0;439.49
SWISS RE N;CH0126881561;SREN;12688156;94.24;94.96;93.76;20210329;93.72;94.28;963964;52680;53209;1069853;CHF;20210329;94.96;20200514;58.52;20201207;;XSWX;RS;CH;0;85.94
SWISSCOM N;CH0008742519;SCMN;874251;508.2;512.6;505;20210329;505.2;505.8;152436;17400;9815;179651;CHF;20200407;548;20210226;456.3;20201207;;XSWX;RS;CH;0;480.02
TEMENOS N;CH0012453913;TEMN;1245391;136.9;140.25;136;20210329;138.75;138.4;151656;0;10413;162069;CHF;20200715;164.5;20201103;96.42;20201207;;XSWX;RS;CH;0;120.6
UBS GROUP N;CH0244767585;UBSG;24476758;14.535;14.88;14.375;20210329;15.125;14.88;20268500;450000;1856282;22574782;CHF;20210326;15.235;20200402;8.578;20201207;;XSWX;RS;CH;0;13.96
ZURICH INSURANCE N;CH0011075394;ZURN;1107539;405.4;408.2;402.5;20210329;402.1;403.5;352436;154200;10253;516889;CHF;20210329;408.2;20200514;271.1;20201207;;XSWX;RS;CH;0;381.65

Produced at: 23:45:02 2021-03-29
