ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N 2. LINIE;CH0357679619;ABBNE;35767961;27.17;27.32;26.97;20210305;27.37;27.18;750000;0;0;750000;CHF;20210304;27.52;20201030;22.01;20200723;20210324;XSWX;RS;CH;0;25.78
ACHIKO N;CH0522213468;ACHI;52221346;0.315;0.33;0.315;20210305;0.328;0.325;244494;0;0;244494;CHF;20200820;1.67;20200806;0.165;20200619;;XSWX;RS;CH;0;0.35
ADDEX N;CH0029850754;ADXN;2985075;1.67;1.73;1.65;20210305;1.72;1.69;140920;0;0;140920;CHF;20200810;2.95;20200318;0.95;20070522;;XSWX;RS;CH;0;1.92
ADECCO N 2. LINIE;CH0532347462;ADENE;53234746;31.5;;;;31.5;;0;0;0;0;CHF;;;;;20200326;20230324;XSWX;RS;CH;0;
ADVAL TECH N;CH0008967926;ADVN;896792;168;168;168;20210305;168;168;32;0;0;32;CHF;20210115;189;20200327;120;19980604;;XSWX;RS;CH;0;172.52
AEVIS N;CH0478634105;AEVS;47863410;12.35;12.35;12.3;20210305;12.3;12.3;474;0;0;474;CHF;20200427;13.65;20200320;9;20190607;;XSWX;RS;CH;0;12.31
AIRESIS N;CH0010947627;AIRE;1094762;0.76;0.765;0.76;20210305;0.8;0.765;839;0;0;839;CHF;20200309;1.14;20210208;0.71;20000717;;XSWX;RS;CH;0;0.79
ALLREAL N;CH0008837566;ALLN;883756;185;186.2;183.2;20210305;186.8;186.2;41858;0;545;42403;CHF;20200310;215.5;20200323;159.8;20000303;;XSWX;RS;CH;0;195.05
ALPINE SELECT N;CH0019199550;ALPN;1919955;14.4;14.4;14.4;20210305;14.3;14.4;2000;0;0;2000;CHF;20210305;14.4;20200319;11.4;20040902;;XSWX;RS;CH;0;13.79
ALPINE SELECT N 2. LINIE;CH0550395120;ALPNE;55039512;14.1;;;20210217;14.1;;0;0;0;0;CHF;20210217;14;20200730;12.6;20200626;20220531;XSWX;RS;CH;0;13.79
ALSO N;CH0024590272;ALSN;2459027;258.5;263.5;257;20210305;263.5;262.5;11927;0;354;12281;CHF;20210304;265;20200319;123;20060323;;XSWX;RS;CH;0;248.13
ALUFLEXPACK N;CH0453226893;AFP;45322689;35.8;36.7;35.1;20210305;36.1;36.2;12933;806;3132;16871;CHF;20210208;42.2;20200318;11.3;20190628;;XSWX;RS;CH;0;36.47
