ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
BC GENEVE N;CH0350494719;BCGE;35049471;161;162;159.5;20210303;160.5;162;1340;0;0;1340;CHF;20200305;200;20210121;152.5;20170202;;XSWX;RS;CH;0;158.66
BC JURA N;CH0350665672;BCJ;35066567;54;54;54;20210303;53;54;23;0;0;23;CHF;20201207;58.5;20201026;50;20170505;;XSWX;RS;CH;0;53.82
BC VAUD N;CH0531751755;BCVN;53175175;95;96.5;94.6;20210303;95.2;94.8;64390;4193;1911;70494;CHF;20210216;101.6;20200319;67.5;20200528;;XSWX;RS;CH;700;95.91
BEKB / BCBE N;CH0009691608;BEKN;969160;216.5;217.5;215;20210303;215.5;215.5;3649;0;340;3989;CHF;20200619;238;20200323;197.6;20000802;;XSWX;RS;CH;0;221.73
BELIMO N;CH0001503199;BEAN;150319;6600;6730;6550;20210303;6680;6680;1369;0;167;1536;CHF;20201117;8090;20200317;4675;19960802;;XSWX;RS;CH;0;7302.56
BELL FOOD GROUP N;CH0315966322;BELL;31596632;275;277;272;20210303;273;275;2210;0;127;2337;CHF;20210303;277;20200316;210;20160428;;XSWX;RS;CH;0;251.67
BELLEVUE GROUP N;CH0028422100;BBN;2842210;43;43.2;41.2;20210303;40.9;41.2;56146;7000;150;63296;CHF;20210302;43.5;20200415;19.55;20070115;;XSWX;RS;CH;0;34.93
BK LINTH N;CH0001307757;LINN;130775;535;535;520;20210303;525;525;164;0;0;164;CHF;20201005;565;20200612;460;19960802;;XSWX;RS;CH;0;508.49
BKW N;CH0130293662;BKW;13029366;102.8;104.2;102.4;20210303;102.8;103.6;43161;0;3181;46342;CHF;20210208;111.4;20200319;69.1;20111212;;XSWX;RS;CH;0;102.56
Blackstone Resources N;CH0460027110;BLS;46002711;4.44;4.62;4.4;20210303;4.5;4.58;36638;0;0;36638;CHF;20200810;7.2;20200330;0.64;20190208;;XSWX;RS;CH;0;4.29
BOBST GRP N;CH0012684657;BOBNN;1268465;60.45;61.7;58.45;20210303;58.95;58.45;25858;0;1862;27720;CHF;20210223;68.4;20200316;33;20011112;;XSWX;RS;CH;0;60.6
BOSSARD N;CH0238627142;BOSN;23862714;211.5;214;197.6;20210303;196.2;197.6;23855;0;1752;25607;CHF;20210203;215;20200316;90;20140414;;XSWX;RS;CH;0;189.75
BUCHER N;CH0002432174;BUCN;243217;452.6;481.6;447.2;20210303;453.4;458;23241;0;1391;24632;CHF;20210303;481.6;20200316;220.2;20050504;;XSWX;RS;CH;0;424.65
BURCKHARDT N;CH0025536027;BCHN;2553602;348.5;354.5;345.5;20210303;347.5;354;2617;0;501;3118;CHF;20210302;356;20200316;138;20060626;;XSWX;RS;CH;0;319.94
BURKHALTER N;CH0212255803;BRKN;21225580;70.9;71.3;69.6;20210303;70.4;69.6;3761;0;53;3814;CHF;20200310;75;20200316;45.3;20130529;;XSWX;RS;CH;0;66.89
BVZ HOL N;CH0008207356;BVZN;820735;880;880;875;20210303;860;875;103;0;0;103;CHF;20200306;1200;20201006;675;19990819;;XSWX;RS;CH;0;796.3
CALIDA N;CH0126639464;CALN;12663946;34.2;34.6;33.8;20210303;34.4;34.5;2860;0;0;2860;CHF;20210125;37;20200318;25;20110418;;XSWX;RS;CH;0;33.89
CASTLE ALT N;CH0005092751;CASN;509275;13;;;20210224;13;;0;0;0;0;CHF;20200309;14;20200312;12.3;19970410;;XSWX;RS;CH;0;13
CASTLE PRIVATE N;CH0048854746;CPEN;4885474;10.4;10.4;10.2;20210303;10.1;10.2;2000;0;0;2000;CHF;20200305;12.8;20200316;8.04;20081216;;XSWX;RS;CH;0;10.01
CASTLE PRIVATE N 2. LINIE;CH0184587159;CPENE;18458715;13.9;;;20191230;13.9;;0;0;0;0;CHF;;;;;20190614;20220613;XSWX;RS;CH;0;
CEMBRA MONEY BANK N;CH0225173167;CMBN;22517316;97;98.3;96.75;20210303;96.45;97.35;117808;10783;20611;149202;CHF;20201110;115.3;20200318;70;20131030;;XSWX;RS;CH;750;100.71
CFRAO  C 11/23;CH0559601544;CFRAO;55960154;0.35;0.37;0.35;20210303;0.34;0.35;2578626;0;0;2578626;CHF;20210303;0.37;20201208;0.16;20201127;20231115;XSWX;SW;CH;0;0.22
CI COM SA;CH0001625810;CIE;162581;3.7;;;20210302;3.7;;0;0;0;0;CHF;20210212;5.2;20200316;1.6;19960802;;XSWX;BS;CH;0;3.87
CICOR TECH N;CH0008702190;CICN;870219;51.8;52;48.9;20210303;48;48.9;8122;0;90;8212;CHF;20210303;52;20200316;28.25;19980424;;XSWX;RS;CH;0;47.74
CIE FIN TR I;CH0014345117;CFT;1434511;113;113;112;20210303;111.5;113;469;0;0;469;CHF;20200831;117;20200316;89.4272;20020704;;XSWX;BS;CH;0;110.95
COLTENE N;CH0025343259;CLTN;2534325;108.8;109.8;105;20210303;109.4;109;4208;0;426;4634;CHF;20210218;113.6;20200319;56.1;20060623;;XSWX;RS;CH;0;91.28
COMET N;CH0360826991;COTN;36082699;223;226.5;218.5;20210303;219.5;218.5;18159;0;395;18554;CHF;20210303;226.5;20200319;71.3;20170426;;XSWX;RS;CH;0;201.68
CONZZETA N;CH0244017502;CON;24401750;1280;1314;1274;20210303;1276;1284;1599;0;118;1717;CHF;20210303;1314;20200316;716;20140714;;XSWX;RS;CH;0;1170.76
CPH N;CH0001624714;CPHN;162471;66.8;67;66.6;20210303;66.8;66.6;649;0;0;649;CHF;20200305;80.8;20200320;57;20010611;;XSWX;RS;CH;0;70.02
CREALOGIX N;CH0011115703;CLXN;1111570;125;125;125;20210303;125;125;15;0;0;15;CHF;20210111;133.5;20200323;82;20000907;;XSWX;RS;CH;0;123.87
CS GROUP N 2. LINIE;CH0454225696;CSGNE;45422569;12.95;13.14;12.775;20210303;13.075;13.07;400000;0;0;400000;CHF;20210225;13.495;20200313;7.3;20200106;20211230;XSWX;RS;CH;0;12.43
CS REF LogisticsPlus ANR;CH0589954467;CSLOG1;58995446;10.01;10.3;9.96;20210303;10.15;10;122424;0;0;122424;CHF;20210301;11.24;20210303;9.96;20210301;20210310;XSWX;RI;CH;0;10.5
DAETWYLER I;CH0030486770;DAE;3048677;280.5;285;278;20210303;280.5;285;7183;0;495;7678;CHF;20210218;285.5;20200316;125.6;20070706;;XSWX;BS;CH;0;262.25
DATACOLOR N;CH0008531045;DCN;853104;565;565;565;20210303;560;565;1;0;0;1;CHF;20200312;690;20201030;505;19980423;;XSWX;RS;CH;0;536.48
DKSH N;CH0126673539;DKSH;12667353;69;69.9;68.85;20210303;68.8;69.75;54615;16326;6760;77701;CHF;20210208;75;20200316;41;20120320;;XSWX;RS;CH;0;68.76
dormakaba N;CH0011795959;DOKA;1179595;583;595;555.5;20210303;549;555.5;24645;0;5156;29801;CHF;20210303;595;20200316;379;20010212;;XSWX;RS;CH;0;527.96
DOTTIKON ES N;CH0582581713;DESN;58258171;186;190;185;20210303;188;190;3836;0;0;3836;CHF;20201207;218;20200323;48;20201204;;XSWX;RS;CH;0;193.08
DUFRY N;CH0023405456;DUFN;2340545;63.12;65.38;62.56;20210303;62.86;63.7;467115;2764;62493;532372;CHF;20210302;65.94;20200318;19.4;20190410;;XSWX;RS;CH;0;53.15
EDISUN POWER EUROPE N;CH0024736404;ESUN;2473640;125;125;125;20210303;122;125;42;0;0;42;CHF;20210104;134.5;20200318;90;20080926;;XSWX;RS;CH;0;125.25
EEII I;CH0007162958;EEII;716295;2.8;;;20201221;2.8;;0;0;0;0;CHF;20200811;3.5;20200420;2.3;19990122;;XSWX;BS;CH;0;2.34
EFG INTERNATIONAL N;CH0022268228;EFGN;2226822;6.75;6.85;6.62;20210303;6.64;6.62;161726;0;1681;163407;CHF;20200608;7.27;20200316;3.825;20051007;;XSWX;RS;CH;0;6.28
ELMA ELECTRONIC N;CH0005319162;ELMN;531916;490;490;490;20210303;484;490;47;0;0;47;CHF;20210303;490;20200408;434;19961204;;XSWX;RS;CH;0;480.27
EMMI N;CH0012829898;EMMN;1282989;909;924;905;20210303;905.5;915;3720;0;163;3883;CHF;20210203;953.5;20200318;725;20041206;;XSWX;RS;CH;0;910.04
EMS-CHEMIE N;CH0016440353;EMSN;1644035;800;823.5;798.5;20210303;816;822.5;25292;0;2377;27669;CHF;20210216;903.5;20200316;496.6;20100401;;XSWX;RS;CH;0;843.25
ENERGIEDIENST N;CH0039651184;EDHN;3965118;35.7;35.7;34.5;20210303;35.1;35;16088;0;400;16488;CHF;20210303;35.7;20201105;26.5;20080627;;XSWX;RS;CH;0;31.23
ENR RUSSIA INVEST I;CH0034476959;RUS;3447695;9.6;;;20210209;9.6;;0;0;0;0;CHF;20200630;10.9;20200420;8.6;20071119;;XSWX;BS;CH;0;9.45
EVOLVA N;CH0021218067;EVE;2121806;0.221;0.225;0.2165;20210303;0.2185;0.2215;2520104;0;0;2520104;CHF;20200810;0.374;20200323;0.1502;20050504;;XSWX;RS;CH;0;0.23
FEINTOOL N;CH0009320091;FTON;932009;60.3;60.3;60;20210303;60.1;60;7313;0;483;7796;CHF;20210218;61.9;20200316;33.8;19980817;;XSWX;RS;CH;0;57.36
FISCHER N;CH0001752309;FI-N;175230;1295;1312;1230;20210303;1219;1230;26677;0;7299;33976;CHF;20210303;1312;20200316;518;19960802;;XSWX;RS;CH;0;1151.43
FLUGHAFEN ZUERICH N;CH0319416936;FHZN;31941693;160.7;162.1;159;20210303;158.1;159;70579;0;1716;72295;CHF;20210224;166.9;20200316;83.65;20160506;;XSWX;RS;CH;0;154.56
FORBO N;CH0003541510;FORN;354151;1600;1664;1600;20210303;1628;1632;2504;0;41;2545;CHF;20210303;1664;20200323;1044;19960802;;XSWX;RS;CH;0;1538.35
Fundamenta Real Estate N;CH0045825517;FREN;4582551;18.25;18.3;18;20210303;17.9;18;3451;0;779;4230;CHF;20210218;18.75;20200318;14.4;20181206;;XSWX;RS;CH;0;17.87
GALENICA N;CH0360674466;GALE;36067446;57.9;59.8;57.55;20210303;59.35;59.6;231822;0;25581;257403;CHF;20200520;72.25;20201030;57.15;20170407;;XSWX;RS;CH;0;59.69
GAM N;CH0102659627;GAM;10265962;2.518;2.63;2.434;20210303;2.47;2.49;1714575;0;26875;1741450;CHF;20200305;3.144;20200323;1.18;20100621;;XSWX;RS;CH;0;2.12
GAM N 2. LINIE;CH0242225198;GAMEE;24222519;1.917;;;20160427;1.917;;0;0;0;0;CHF;;;;;20140428;20230428;XSWX;RS;CH;0;
GAVAZZI I;CH0011003594;GAV;1100359;195;195;192;20210303;194.5;194.5;117;0;0;117;CHF;20200305;215;20201104;145;20000808;;XSWX;BS;CH;0;183.62
GEBERIT N 2. LINIE;CH0358541057;GEBNE;35854105;555.2;560.8;555.2;20210303;561.4;558.4;1100;0;0;1100;CHF;20210113;599;20200316;367;20200917;20220916;XSWX;RS;CH;0;550.86
GLARNER KB N;CH0189396655;GLKBN;18939665;30.5;30.9;30.2;20210303;30.8;30.6;4035;0;0;4035;CHF;20200305;35.5;20200319;28;20140624;;XSWX;RS;CH;0;29.97
GMSA N;CH0012949464;GMI;1294946;336;336;330;20210303;330;330;197;0;0;197;CHF;20200421;374;20200323;280;20011015;;XSWX;RS;CH;0;332.32
GRAUB KB PS;CH0001340204;GRKP;134020;1505;1515;1500;20210303;1500;1505;207;0;0;207;CHF;20200305;1610;20200319;1350;19960802;;XSWX;PC;CH;0;1490.2
GURIT I;CH0008012236;GUR;801223;2335;2400;2310;20210303;2355;2400;965;0;626;1591;CHF;20210112;2800;20200316;980;19990615;;XSWX;BS;CH;0;2532.47
HBM N;CH0012627250;HBMN;1262725;338;344;332;20210303;340.5;341;6161;0;390;6551;CHF;20210215;351.5;20200323;152.2;20080214;;XSWX;RS;CH;0;315.96
HBM N 2. LINIE;CH0257717097;HBMNE;25771709;170;;;20180110;170;;0;0;0;0;CHF;;;;;20190628;20220627;XSWX;RS;CH;0;
HELVETIA HOLDING N;CH0466642201;HELN;46664220;106;106;104.3;20210303;103.9;104.5;127524;0;18205;145729;CHF;20200305;132.1;20200323;66;20190513;;XSWX;RS;CH;0;93.33
HIAG IMMOBILIEN N;CH0239518779;HIAG;23951877;102;103;101.5;20210303;102;102;551;0;0;551;CHF;20210105;113;20200317;73;20140516;;XSWX;RS;CH;0;103.96
HIGHLIGHT E AND E I;CH0003583256;HLEE;358325;28.2;28.2;28;20210303;26.6;28;157;0;0;157;CHF;20200323;40.6;20210225;24.8;19960802;;XSWX;BS;CH;0;28.43
HOCHDORF N;CH0024666528;HOCN;2466652;62.1;62.1;62.1;20210303;60.2;62.1;31;0;0;31;CHF;20200804;82;20200316;50;20110517;;XSWX;RS;CH;0;61.81
HUBER+SUHNER N;CH0030380734;HUBN;3038073;73;74.3;72.3;20210303;73;73;20940;0;474;21414;CHF;20210125;77;20200316;44.75;20070706;;XSWX;RS;CH;0;72.32
HYPO LENZB N;CH0001341608;HBLN;134160;4300;4300;4240;20210303;4260;4300;33;0;0;33;CHF;20200306;4600;20201228;4160;19960802;;XSWX;RS;CH;0;4255.7
IDORSIA N;CH0363463438;IDIA;36346343;25.76;26.16;25.5;20210303;26.04;26.16;372200;0;42942;415142;CHF;20200518;32.62;20200316;18.69;20170616;;XSWX;RS;CH;0;26.23
IMPLENIA N;CH0023868554;IMPN;2386855;27.68;28.26;26.52;20210303;28.16;28.02;83332;0;13570;96902;CHF;20200305;43.57;20201029;16.79;20060306;;XSWX;RS;CH;0;25.08
INA INVEST N;CH0524026959;INA;52402695;19;19.22;19;20210303;19.2;19.2;3411;0;501;3912;CHF;20200612;24.61;20201106;16.48;20200612;;XSWX;RS;CH;0;19.03
INFICON N;CH0011029946;IFCN;1102994;1052;1088;1044;20210303;1064;1082;3728;0;329;4057;CHF;20210303;1088;20200323;488.6;20001109;;XSWX;RS;CH;0;937.39
INTERROLL N;CH0006372897;INRN;637289;3015;3095;2985;20210303;3060;3070;921;0;69;990;CHF;20210303;3095;20200319;1160;19970605;;XSWX;RS;CH;0;2744.33
INTERSHOP N;CH0273774791;ISN;27377479;601;611;595;20210303;596;599;1928;0;8;1936;CHF;20200305;690;20200319;467;20150414;;XSWX;RS;CH;0;597.92
INVESTIS N;CH0325094297;IREN;32509429;88;88;86.8;20210303;88;87;124;0;0;124;CHF;20210106;92;20200318;70.2;20160630;;XSWX;RS;CH;0;87.83
IVF HARTMANN N;CH0187624256;VBSN;18762425;185;185;182;20210303;182;182;634;0;1;635;CHF;20210203;193;20200323;125;20120716;;XSWX;RS;CH;0;184.75
JULIUS BAER N  2. LINIE;CH0126645776;BAERE;12664577;57.48;58.08;56.94;20210303;56.56;57.44;30000;0;0;30000;CHF;20210303;58.08;20200317;24.76;20191120;20220228;XSWX;RS;CH;0;56.99
JUNGFRAUBAHN HLD N;CH0017875789;JFN;1787578;144.2;147;142.6;20210303;144.6;144.6;2833;0;25;2858;CHF;20210301;149.2;20200316;91.9;20040416;;XSWX;RS;CH;0;138.07
KARDEX N;CH0100837282;KARN;10083728;195.8;199.6;193;20210303;192.8;193;6859;0;203;7062;CHF;20210121;219.5;20200316;92.3;20090423;;XSWX;RS;CH;0;198.81
KLINGELNBERG N;CH0420462266;KLIN;42046226;21.4;21.4;20.7;20210303;21.2;21.2;1856;0;0;1856;CHF;20210104;23.4;20200317;9.41;20180620;;XSWX;RS;CH;0;20.9
KOMAX N;CH0010702154;KOMN;1070215;240.6;243.4;237;20210303;239;242;7027;0;286;7313;CHF;20210208;248;20200515;119;20000524;;XSWX;RS;CH;0;208.7
KUDELSKI I;CH0012268360;KUD;1226836;4.82;4.87;4.715;20210303;4.76;4.845;52209;0;337;52546;CHF;20210128;5.21;20200325;2.505;20100401;;XSWX;BS;CH;0;4.35
Kuros N;CH0325814116;KURN;32581411;2.27;2.27;2.22;20210303;2.27;2.27;21942;0;0;21942;CHF;20200811;2.6994;20200316;1.3866;20160623;;XSWX;RS;CH;0;2.16
LALIQUE GROUP N;CH0033813293;LLQ;3381329;35.8;35.8;35.8;20210303;33.2;35.8;28;0;0;28;CHF;20201123;40;20200316;21.2;20180625;;XSWX;RS;CH;0;34.87
Landis+Gyr N;CH0371153492;LAND;37115349;63.55;64.6;63.3;20210303;63.6;64;93455;0;3346;96801;CHF;20200305;82.35;20200924;48.18;20170721;;XSWX;RS;CH;0;67.52
LECLANCHE N;CH0110303119;LECN;11030311;1;1;0.98;20210303;1.01;0.98;116639;0;0;116639;CHF;20200602;1.3;20200525;0.476;20100326;;XSWX;RS;CH;0;1.05
LEM N;CH0022427626;LEHN;2242762;1852;1898;1820;20210303;1830;1830;863;0;18;881;CHF;20210125;1958;20200323;850;20050923;;XSWX;RS;CH;0;1800.71
LEONTEQ N;CH0190891181;LEON;19089118;44.65;44.9;43.75;20210303;43.9;44.1;31103;0;1955;33058;CHF;20200722;48;20200421;29.65;20121019;;XSWX;RS;CH;0;40.25
LINDT N;CH0010570759;LISN;1057075;84600;84600;83800;20210303;84300;84500;90;0;8;98;CHF;20200305;90000;20200318;65200;20170918;;XSWX;RS;CH;0;85821.87
LINDT PS;CH0010570767;LISP;1057076;8070;8125;8015;20210303;8050;8100;1535;0;101;1636;CHF;20210105;8665;20200318;6365;20000508;;XSWX;PC;CH;0;8161.96
LUZERNER KB N;CH0011693600;LUKN;1169360;432;432;417;20210303;427.5;417;2725;0;60;2785;CHF;20210303;432;20200316;347.5;20010312;;XSWX;RS;CH;0;403.83
MCH GROUP N;CH0039542854;MCHN;3954285;13.45;13.7;13.45;20210303;13.65;13.7;7842;0;0;7842;CHF;20200629;17.6781;20200416;10.0032;20080519;;XSWX;RS;CH;0;12.72
MEDACTA GROUP N;CH0468525222;MOVE;46852522;106.4;108;104;20210303;105.6;107.8;1334;0;15;1349;CHF;20210217;110;20200319;39.8;20190404;;XSWX;RS;CH;0;96.09
MEDARTIS N;CH0386200239;MED;38620023;53.4;53.4;52.4;20210303;51.7;53.3;4776;0;644;5420;CHF;20210208;54.9;20200323;31.6;20180323;;XSWX;RS;CH;0;47.91
MEIER TOBLER N;CH0208062627;MTG;20806262;13.1;13.95;13.05;20210303;13.7;13.75;11592;0;0;11592;CHF;20200306;14.94;20201027;8.92;20130410;;XSWX;RS;CH;0;12.84
Metall Zug AG;CH0039821084;METN;3982108;1705;1720;1665;20210303;1700;1710;228;0;63;291;CHF;20210303;1720;20200316;887.6352;20080526;;XSWX;RS;CH;0;1554.48
MEYER BURGER N;CH0108503795;MBTN;10850379;0.4364;0.4428;0.4282;20210303;0.4428;0.4426;11915431;0;175209;12090640;CHF;20210222;0.5045;20200316;0.0665;20100118;;XSWX;RS;CH;0;0.38
MIKRON N;CH0003390066;MIKN;339006;5.9;5.98;5.8;20210303;5.8;5.8;6996;0;0;6996;CHF;20210127;6.36;20200319;4.2;19960802;;XSWX;RS;CH;0;5.75
MOBILEZONE N;CH0276837694;MOZN;27683769;11;11.06;10.86;20210303;10.88;10.9;94508;0;2843;97351;CHF;20210303;11.06;20200323;7.08;20150428;;XSWX;RS;CH;0;10.2
MOBIMO N;CH0011108872;MOBN;1110887;279;287;275;20210303;283;285;19088;770;1190;21048;CHF;20200305;312.5;20200323;231;20050623;;XSWX;RS;CH;0;283.09
MOLECULAR PARTNERS N;CH0256379097;MOLN;25637909;21.95;22.85;21.3;20210303;23.15;22.75;58620;0;5605;64225;CHF;20210211;28.7;20200316;11.08;20141105;;XSWX;RS;CH;0;23.51
nebag N;CH0005059438;NBEN;505943;9.5;9.55;9.35;20210303;9.55;9.55;2705;0;0;2705;CHF;20210205;9.8;20200319;6.95;20051104;;XSWX;RS;CH;0;9.39
NESTLE N 2. LINIE;CH0372071347;NESNE;37207134;96.98;98.55;96.69;20210303;97.9;98.22;640000;0;0;640000;CHF;20200723;112.06;20200316;83.74;20170704;20221230;XSWX;RS;CH;0;100.16
NEW VALUE N;CH0010819867;NEWN;1081986;0.422;;;20210301;0.422;;0;0;0;0;CHF;20200810;1.16;20200309;0.111;20060516;;XSWX;RS;CH;0;0.44
NOVARTIS  N 2. LINIE;CH0038459415;NOVNEE;3845941;80.29;81.41;80.05;20210303;79.48;81.15;335000;0;0;335000;CHF;20210125;86.88;20201022;75.65;20200311;20230310;XSWX;RS;CH;0;81.95
Novavest Real Estate N;CH0212186248;NREN;21218624;46;46.4;46;20210303;46.4;46.4;507;0;0;507;CHF;20200306;47.4866;20200318;38.6264;20191216;;XSWX;RS;CH;0;43.68
O FUESSLI N;CH0003420806;OFN;342080;116;116;110.5;20210303;115.5;115.5;1795;0;0;1795;CHF;20210215;116.5;20200529;86;19960802;;XSWX;RS;CH;0;107.85
OBSEVA N;CH0346177709;OBSN;34617770;3.6;3.8;3.45;20210303;3.58;3.67;293817;0;0;293817;CHF;20200706;6.9;20200316;1.48;20180713;;XSWX;RS;CH;0;3.46
OC OERLIKON N;CH0000816824;OERL;81682;10.67;10.92;10.6;20210303;10.46;10.6;1257560;51500;80049;1389109;CHF;20210303;10.92;20200316;5.31;20100401;;XSWX;RS;CH;0;9.38
ORASCOM DEVELOPMENT HLD AG N;CH0038285679;ODHN;3828567;11.1;11.38;11.02;20210303;11.1;11.22;4406;0;912;5318;CHF;20200305;11.6;20200316;6.3;20080514;;XSWX;RS;CH;0;9.89
ORIOR N;CH0111677362;ORON;11167736;75.9;76.4;73.7;20210303;73.7;74.2;9827;0;851;10678;CHF;20200305;93.5;20201021;65.7;20100422;;XSWX;RS;CH;0;73.75
Peach Property N;CH0118530366;PEAN;11853036;43.5;44.1;42.9;20210303;43.5;43.6;4128;0;321;4449;CHF;20210105;47;20200317;24.8;20101112;;XSWX;RS;CH;0;44.8
