ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
BB BIOTECH N;CH0038389992;BION;3838999;82.55;83.7;81.1;20210325;84.25;83.7;140565;0;4948;145513;CHF;20210209;93.45;20200330;51.1;20080422;;XSWX;RS;CH;0;85.08
BB BIOTECH N 2. LINIE;CH0027659793;BIOEE;2765979;48.8;;;20160311;48.8;;0;0;0;0;CHF;;;;;20061108;20220411;XSWX;RS;CH;0;
BC GENEVE N;CH0350494719;BCGE;35049471;160;161.5;160;20210325;160;161;988;0;0;988;CHF;20200605;184;20210121;152.5;20170202;;XSWX;RS;CH;0;159.06
BC JURA N;CH0350665672;BCJ;35066567;54.5;54.5;53;20210325;54;53;6;0;0;6;CHF;20201207;58.5;20201026;50;20170505;;XSWX;RS;CH;0;53.42
BC VAUD N;CH0531751755;BCVN;53175175;95.3;96.1;94.9;20210325;96;96;52342;0;504;52846;CHF;20210216;101.6;20200327;75.8;20200528;;XSWX;RS;CH;0;96.18
BEKB / BCBE N;CH0009691608;BEKN;969160;210.5;213;209.5;20210325;211.5;211;4142;0;604;4746;CHF;20200619;238;20200406;205;20000802;;XSWX;RS;CH;0;215.29
BELIMO N;CH0001503199;BEAN;150319;7370;7370;7230;20210325;7290;7230;432;0;45;477;CHF;20201117;8090;20200330;5910;19960802;;XSWX;RS;CH;0;7181.1
BELL FOOD GROUP N;CH0315966322;BELL;31596632;287;290;278;20210325;292.5;290;2391;0;125;2516;CHF;20210322;296;20200518;221.5;20160428;;XSWX;RS;CH;0;263.32
BELLEVUE GROUP N;CH0028422100;BBN;2842210;38.6;38.9;37.5;20210325;41.9;38.3;28142;0;0;28142;CHF;20210302;43.5;20200415;19.55;20070115;;XSWX;RS;CH;0;38.33
BK LINTH N;CH0001307757;LINN;130775;530;530;525;20210325;520;525;10;0;0;10;CHF;20201005;565;20200612;460;19960802;;XSWX;RS;CH;0;518.89
BKW N;CH0130293662;BKW;13029366;101.2;103;100.6;20210325;102.2;102.4;43026;0;2927;45953;CHF;20210208;111.4;20200330;76;20111212;;XSWX;RS;CH;0;104.39
Blackstone Resources N;CH0460027110;BLS;46002711;4.22;4.48;4.18;20210325;4.3;4.48;51394;0;0;51394;CHF;20200810;7.2;20200330;0.64;20190208;;XSWX;RS;CH;0;4.41
BOBST GRP N;CH0012684657;BOBNN;1268465;61.5;62.95;61.1;20210325;62.05;61.3;12741;0;422;13163;CHF;20210223;68.4;20200330;41.4;20011112;;XSWX;RS;CH;0;62.25
BOSSARD N;CH0238627142;BOSN;23862714;209;209;202;20210325;203.5;202;7684;3700;3846;15230;CHF;20210318;220;20200330;103.7;20140414;;XSWX;RS;CH;0;201.34
BUCHER N;CH0002432174;BUCN;243217;468.4;477.8;465.8;20210325;479;475.6;19015;2531;2260;23806;CHF;20210311;485.2;20200327;242.4;20050504;;XSWX;RS;CH;0;444.81
BURCKHARDT N;CH0025536027;BCHN;2553602;314.5;318;312;20210325;318;318;1936;0;121;2057;CHF;20210302;356;20200514;162;20060626;;XSWX;RS;CH;0;326.5
BURKHALTER N;CH0212255803;BRKN;21225580;71;71;69.5;20210325;70.5;70.6;2899;0;1332;4231;CHF;20200605;72.9;20200402;52.6;20130529;;XSWX;RS;CH;0;67.99
BVZ HOL N;CH0008207356;BVZN;820735;855;875;850;20210325;875;875;42;0;0;42;CHF;20200430;1130;20201006;675;19990819;;XSWX;RS;CH;0;800.67
CALIDA N;CH0126639464;CALN;12663946;36.5;37;36;20210325;36.4;36.8;5153;0;96;5249;CHF;20210325;37;20201110;26.3;20110418;;XSWX;RS;CH;0;35.06
CASTLE ALT N;CH0005092751;CASN;509275;13.9;;;20210318;13.9;;0;0;0;0;CHF;20210318;13.9;20200327;12.5;19970410;;XSWX;RS;CH;0;13.05
CASTLE PRIVATE N;CH0048854746;CPEN;4885474;9.8;10;9.8;20210325;9.95;10;44692;0;0;44692;CHF;20200512;11.6;20201006;9.3;20081216;;XSWX;RS;CH;0;10.06
CEMBRA MONEY BANK N;CH0225173167;CMBN;22517316;104.4;104.8;103.3;20210325;104.8;104.4;54465;0;1853;56318;CHF;20201110;115.3;20200515;79.2;20131030;;XSWX;RS;CH;0;100.76
CFRAO  C 11/23;CH0559601544;CFRAO;55960154;0.35;0.36;0.33;20210325;0.36;0.36;2005283;0;0;2005283;CHF;20210323;0.39;20201208;0.16;20201127;20231115;XSWX;SW;CH;0;0.3
CI COM SA;CH0001625810;CIE;162581;3.48;;;20210322;3.48;;0;0;0;0;CHF;20210212;5.2;20200403;1.65;19960802;;XSWX;BS;CH;0;3.93
CICOR TECH N;CH0008702190;CICN;870219;51.6;52;50.2;20210325;52;51.8;1779;0;0;1779;CHF;20210318;54.4;20200811;34.8;19980424;;XSWX;RS;CH;0;49.51
CIE FIN TR I;CH0014345117;CFT;1434511;118;119;117;20210325;117;119;809;0;0;809;CHF;20210322;120;20200330;93.7393;20020704;;XSWX;BS;CH;0;112.65
COLTENE N;CH0025343259;CLTN;2534325;117;117;111.4;20210325;115;114.4;5423;0;4;5427;CHF;20210311;119;20200401;61.4;20060623;;XSWX;RS;CH;0;103.85
COMET N;CH0360826991;COTN;36082699;213;218;211.5;20210325;216;216.5;37523;0;3430;40953;CHF;20210322;237;20200330;89.8;20170426;;XSWX;RS;CH;0;213.03
CONZZETA N;CH0244017502;CON;24401750;1198;1206;1190;20210325;1192;1194;1830;0;80;1910;CHF;20210315;1326;20200403;722;20140714;;XSWX;RS;CH;0;1211.59
CPH N;CH0001624714;CPHN;162471;65.4;65.4;65.2;20210325;65.4;65.2;65;0;0;65;CHF;20200602;76;20201106;61.8;20010611;;XSWX;RS;CH;0;68.58
CREALOGIX N;CH0011115703;CLXN;1111570;119;119;119;20210325;118;119;1;0;0;1;CHF;20210111;133.5;20200401;83;20000907;;XSWX;RS;CH;0;124.62
CS GROUP N 2. LINIE;CH0454225696;CSGNE;45422569;12.295;12.295;12.13;20210325;12.23;12.135;375000;0;0;375000;CHF;20210225;13.495;20210128;11.51;20200106;20211230;XSWX;RS;CH;0;12.39
DAETWYLER I;CH0030486770;DAE;3048677;284;284;278.5;20210325;284.5;282;5783;0;1076;6859;CHF;20210324;298;20200402;145.2;20070706;;XSWX;BS;CH;0;269.86
DATACOLOR N;CH0008531045;DCN;853104;590;;;20210322;590;;0;0;0;0;CHF;20201118;650;20201030;505;19980423;;XSWX;RS;CH;0;551.96
DKSH N;CH0126673539;DKSH;12667353;71.9;72.55;71.55;20210325;71.75;71.55;48087;192761;9075;249923;CHF;20210208;75;20200330;45.42;20120320;;XSWX;RS;CH;0;70.85
dormakaba N;CH0011795959;DOKA;1179595;633;634;624.5;20210325;629;626;2804;0;129;2933;CHF;20210318;651;20200330;408.4;20010212;;XSWX;RS;CH;0;559.64
DOTTIKON ES N;CH0582581713;DESN;58258171;183;185;183;20210325;185;184;3761;0;0;3761;CHF;20201207;218;20200327;54;20201204;;XSWX;RS;CH;0;185.22
DUFRY N;CH0023405456;DUFN;2340545;60.28;60.78;58.08;20210325;59.54;60.78;647479;5000;42329;694808;CHF;20210318;70.66;20200803;21.3;20190410;;XSWX;RS;CH;0;56.32
EDISUN POWER EUROPE N;CH0024736404;ESUN;2473640;121;121;121;20210325;119.5;121;12;0;0;12;CHF;20210104;134.5;20200415;93.2;20080926;;XSWX;RS;CH;0;125.36
EEII I;CH0007162958;EEII;716295;3;;;20201221;3;;0;0;0;0;CHF;20200811;3.5;20200420;2.3;19990122;;XSWX;BS;CH;0;
EFG INTERNATIONAL N;CH0022268228;EFGN;2226822;7.06;7.08;6.92;20210325;7.05;7.03;131474;0;2916;134390;CHF;20210318;7.27;20201022;4.8;20051007;;XSWX;RS;CH;0;6.63
ELMA ELECTRONIC N;CH0005319162;ELMN;531916;535;;;20210319;535;;0;0;0;0;CHF;20210319;535;20200408;434;19961204;;XSWX;RS;CH;0;502.07
EMMI N;CH0012829898;EMMN;1282989;967;972.5;962;20210325;965;969.5;1507;0;46;1553;CHF;20210324;975;20200615;795.5;20041206;;XSWX;RS;CH;0;925.39
EMS-CHEMIE N;CH0016440353;EMSN;1644035;831;838.5;828;20210325;836;834;11196;0;818;12014;CHF;20210216;903.5;20200406;565.5;20100401;;XSWX;RS;CH;0;842.76
ENERGIEDIENST N;CH0039651184;EDHN;3965118;35.4;;;20210324;35.4;;0;0;0;0;CHF;20210304;35.7;20201105;26.5;20080627;;XSWX;RS;CH;0;31.74
ENR RUSSIA INVEST I;CH0034476959;RUS;3447695;9.35;;;20210305;9.35;;0;0;0;0;CHF;20200630;10.9;20200420;8.6;20071119;;XSWX;BS;CH;0;9.38
EVOLVA N;CH0021218067;EVE;2121806;0.2055;0.2075;0.202;20210325;0.203;0.203;529249;0;50000;579249;CHF;20200810;0.374;20200402;0.171;20050504;;XSWX;RS;CH;0;0.23
FEINTOOL N;CH0009320091;FTON;932009;68.7;69;68;20210325;68.3;68.8;4071;0;0;4071;CHF;20210319;71.9;20200401;37.3;19980817;;XSWX;RS;CH;0;61.88
FISCHER N;CH0001752309;FI-N;175230;1244;1245;1225;20210325;1243;1233;9741;0;484;10225;CHF;20210309;1324;20200514;612.5;19960802;;XSWX;RS;CH;0;1206.25
FLUGHAFEN ZUERICH N;CH0319416936;FHZN;31941693;153.4;153.6;149.9;20210325;153.3;152.7;45173;4300;3764;53237;CHF;20210309;170.2;20200514;99.25;20160506;;XSWX;RS;CH;0;156.16
FORBO N;CH0003541510;FORN;354151;1714;1720;1690;20210325;1690;1694;2097;0;117;2214;CHF;20210323;1724;20200403;1086;19960802;;XSWX;RS;CH;0;1597.8
FORBO N 2. LINIE;CH0183903761;FORNE;18390376;1714;1714;1700;20210325;;1700;505;0;0;505;CHF;20210325;1714;20210325;1700;20210325;20220331;XSWX;RS;CH;0;
Fundamenta Real Estate N;CH0045825517;FREN;4582551;19.5;19.5;19.4;20210325;19.4;19.45;5411;0;231;5642;CHF;20210323;19.9;20200330;15.25;20181206;;XSWX;RS;CH;0;18.06
GALENICA N;CH0360674466;GALE;36067446;59.75;60;58.6;20210325;59.25;59.2;132322;0;6187;138509;CHF;20200520;72.25;20201030;57.15;20170407;;XSWX;RS;CH;0;59.62
GAM N;CH0102659627;GAM;10265962;2.608;2.732;2.54;20210325;2.714;2.732;555063;0;9384;564447;CHF;20210318;2.98;20201030;1.414;20100621;;XSWX;RS;CH;0;2.34
GAM N 2. LINIE;CH0242225198;GAMEE;24222519;1.917;;;20160427;1.917;;0;0;0;0;CHF;;;;;20140428;20230428;XSWX;RS;CH;0;
GAVAZZI I;CH0011003594;GAV;1100359;194;194;192;20210325;193;193;270;0;1325;1595;CHF;20200331;205;20201104;145;20000808;;XSWX;BS;CH;0;186.53
GEBERIT N 2. LINIE;CH0358541057;GEBNE;35854105;591.4;592.4;587;20210325;587.6;592;1000;0;0;1000;CHF;20210113;599;20200922;522;20200917;20220916;XSWX;RS;CH;0;562.99
GLARNER KB N;CH0189396655;GLKBN;18939665;30.6;30.8;30.6;20210325;30.6;30.8;2561;0;300;2861;CHF;20200331;32.7;20201202;28.6;20140624;;XSWX;RS;CH;0;30.21
GMSA N;CH0012949464;GMI;1294946;336;336;336;20210325;334;336;173;0;0;173;CHF;20200421;374;20200330;302;20011015;;XSWX;RS;CH;0;332.75
GRAUB KB PS;CH0001340204;GRKP;134020;1455;1500;1455;20210325;1490;1485;274;0;0;274;CHF;20200925;1580;20200402;1400;19960802;;XSWX;PC;CH;0;1482.63
GURIT I;CH0008012236;GUR;801223;2315;2345;2280;20210325;2300;2305;442;0;14;456;CHF;20210112;2800;20200330;1100;19990615;;XSWX;BS;CH;0;2503.82
HBM N;CH0012627250;HBMN;1262725;328.5;334.5;325;20210325;333.5;332;3348;0;64;3412;CHF;20210215;351.5;20200327;178;20080214;;XSWX;RS;CH;0;323.36
HBM N 2. LINIE;CH0257717097;HBMNE;25771709;170;;;20180110;170;;0;0;0;0;CHF;;;;;20190628;20220627;XSWX;RS;CH;0;
HELVETIA HOLDING N;CH0466642201;HELN;46664220;110.1;110.6;107.8;20210325;109.6;110;163799;0;9556;173355;CHF;20210325;110.6;20201029;69.25;20190513;;XSWX;RS;CH;0;98.18
HIAG IMMOBILIEN N;CH0239518779;HIAG;23951877;105.5;109;105.5;20210325;109;108;1267;0;86;1353;CHF;20210105;113;20200818;84.4;20140516;;XSWX;RS;CH;0;104.49
HIGHLIGHT E AND E I;CH0003583256;HLEE;358325;27.8;27.8;27.8;20210325;27.4;27.8;636;0;0;636;CHF;20200423;39;20210225;24.8;19960802;;XSWX;BS;CH;0;28.1
HOCHDORF N;CH0024666528;HOCN;2466652;60;60.6;59.8;20210325;60.1;59.9;289;0;0;289;CHF;20200804;82;20201102;55.1;20110517;;XSWX;RS;CH;0;61.12
HUBER+SUHNER N;CH0030380734;HUBN;3038073;73;74;72.7;20210325;73.4;74;13140;0;1083;14223;CHF;20210125;77;20200403;55.1;20070706;;XSWX;RS;CH;0;72.95
HYPO LENZB N;CH0001341608;HBLN;134160;4280;4280;4280;20210325;4260;4280;12;0;0;12;CHF;20210322;4420;20201228;4160;19960802;;XSWX;RS;CH;0;4280.57
IDORSIA N;CH0363463438;IDIA;36346343;25.72;26.2;25.58;20210325;26.18;26.2;202936;0;44375;247311;CHF;20200518;32.62;20201022;22.5;20170616;;XSWX;RS;CH;0;26.34
IMPLENIA N;CH0023868554;IMPN;2386855;26.94;27.1;26.34;20210325;27;26.78;32470;0;824;33294;CHF;20200721;43.38;20201029;16.79;20060306;;XSWX;RS;CH;0;26.44
INA INVEST N;CH0524026959;INA;52402695;18.6;18.64;18.32;20210325;18.32;18.58;4688;0;614;5302;CHF;20200612;24.61;20201106;16.48;20200612;;XSWX;RS;CH;0;18.93
INFICON N;CH0011029946;IFCN;1102994;982;995;969;20210325;997;990;3003;0;43;3046;CHF;20210303;1088;20200403;564;20001109;;XSWX;RS;CH;0;983.87
INTERROLL N;CH0006372897;INRN;637289;3075;3080;3010;20210325;3060;3050;1012;0;41;1053;CHF;20210319;3370;20200403;1478;19970605;;XSWX;RS;CH;0;2844.57
INTERSHOP N;CH0273774791;ISN;27377479;615;621;613;20210325;615;621;526;0;0;526;CHF;20210323;627;20200507;469.5;20150414;;XSWX;RS;CH;0;601.91
INVESTIS N;CH0325094297;IREN;32509429;91.8;91.8;91;20210325;90.8;91;2329;0;0;2329;CHF;20210106;92;20200421;76.4;20160630;;XSWX;RS;CH;0;87.88
IVF HARTMANN N;CH0187624256;VBSN;18762425;179;179;179;20210325;177;179;2;0;0;2;CHF;20210203;193;20200327;130;20120716;;XSWX;RS;CH;0;185.28
JULIUS BAER N  2. LINIE;CH0126645776;BAERE;12664577;61;61.48;60.38;20210325;61.8;61.3;25500;0;0;25500;CHF;20210324;62;20210305;55.78;20191120;20220228;XSWX;RS;CH;0;58.88
JUNGFRAUBAHN HLD N;CH0017875789;JFN;1787578;142;143.4;139.6;20210325;143.4;142.8;1350;0;0;1350;CHF;20210301;149.2;20201029;99.5;20040416;;XSWX;RS;CH;0;139.43
KARDEX N;CH0100837282;KARN;10083728;193;193.4;190.2;20210325;191.2;190.2;3957;2000;218;6175;CHF;20210121;219.5;20200402;120.2;20090423;;XSWX;RS;CH;0;201.43
KLINGELNBERG N;CH0420462266;KLIN;42046226;22;22.4;22;20210325;22.4;22.4;2638;0;0;2638;CHF;20210104;23.4;20200401;9.5;20180620;;XSWX;RS;CH;0;21.73
KOMAX N;CH0010702154;KOMN;1070215;227.6;228;223.6;20210325;227;225.2;13004;0;5180;18184;CHF;20210310;266.6;20200515;119;20000524;;XSWX;RS;CH;0;223.21
KUDELSKI I;CH0012268360;KUD;1226836;4.35;4.48;4.35;20210325;4.4;4.48;71679;0;0;71679;CHF;20210128;5.21;20200327;2.765;20100401;;XSWX;BS;CH;0;4.47
Kuros N;CH0325814116;KURN;32581411;2.09;2.17;2.08;20210325;2.16;2.17;8754;0;0;8754;CHF;20200811;2.6994;20200403;1.6307;20160623;;XSWX;RS;CH;0;2.18
LALIQUE GROUP N;CH0033813293;LLQ;3381329;34.6;34.6;34.6;20210325;34;34.6;3;0;0;3;CHF;20201123;40;20200810;22.4;20180625;;XSWX;RS;CH;0;34.37
Landis+Gyr N;CH0371153492;LAND;37115349;60.2;61.1;59.1;20210325;61.1;61.1;66560;0;5605;72165;CHF;20210114;81.15;20200924;48.18;20170721;;XSWX;RS;CH;0;66.98
LECLANCHE N;CH0110303119;LECN;11030311;0.92;0.94;0.9;20210325;0.902;0.9;221597;0;0;221597;CHF;20200602;1.3;20200525;0.476;20100326;;XSWX;RS;CH;0;1.04
LEM N;CH0022427626;LEHN;2242762;1864;1916;1854;20210325;1914;1914;423;95;6;524;CHF;20210318;1998;20200403;980;20050923;;XSWX;RS;CH;0;1849.86
LEONTEQ N;CH0190891181;LEON;19089118;46.9;47.6;46.45;20210325;48;47.6;21582;0;2312;23894;CHF;20210324;48.5;20200421;29.65;20121019;;XSWX;RS;CH;0;41.78
LINDT N;CH0010570759;LISN;1057075;87700;87800;86300;20210325;86800;86300;76;0;5;81;CHF;20210104;89400;20200330;76600;20170918;;XSWX;RS;CH;0;85659.68
LINDT PS;CH0010570767;LISP;1057076;8305;8345;8160;20210325;8205;8160;1283;0;182;1465;CHF;20210105;8665;20200804;6965;20000508;;XSWX;PC;CH;0;8136.03
LUZERNER KB N;CH0011693600;LUKN;1169360;431.5;434.5;427.5;20210325;434;432;1092;0;50;1142;CHF;20210304;443.5;20200805;373.5;20010312;;XSWX;RS;CH;0;410.46
MCH GROUP N;CH0039542854;MCHN;3954285;13.25;13.4;13.25;20210325;13.4;13.4;3588;0;0;3588;CHF;20200629;17.6781;20200416;10.0032;20080519;;XSWX;RS;CH;0;13.45
MEDACTA GROUP N;CH0468525222;MOVE;46852522;104.4;108.8;99.7;20210325;108.4;108.6;7853;0;147;8000;CHF;20210217;110;20200327;46.4;20190404;;XSWX;RS;CH;0;100.29
MEDARTIS N;CH0386200239;MED;38620023;61.1;61.5;60.1;20210325;60.6;61.2;3791;0;621;4412;CHF;20210323;61.7;20200327;34.1;20180323;;XSWX;RS;CH;0;53.5
MEIER TOBLER N;CH0208062627;MTG;20806262;16.15;16.2;16;20210325;16.15;16.05;3260;0;0;3260;CHF;20210322;16.5;20201027;8.92;20130410;;XSWX;RS;CH;0;14.01
Metall Zug AG;CH0039821084;METN;3982108;2000;2030;1990;20210325;2010;2020;207;0;34;241;CHF;20210323;2070;20200330;1020.2703;20080526;;XSWX;RS;CH;0;1702.71
MEYER BURGER N;CH0108503795;MBTN;10850379;0.3834;0.389;0.3696;20210325;0.3736;0.3728;14128337;0;601481;14729818;CHF;20210222;0.5045;20200401;0.0793;20100118;;XSWX;RS;CH;0;0.4
MIKRON N;CH0003390066;MIKN;339006;6.14;6.3;6.12;20210325;6.36;6.3;6893;0;0;6893;CHF;20210324;6.36;20200417;4.45;19960802;;XSWX;RS;CH;0;5.9
MOBILEZONE N;CH0276837694;MOZN;27683769;11.86;11.9;11.68;20210325;11.88;11.88;61848;0;3593;65441;CHF;20210316;12.3;20200807;7.18;20150428;;XSWX;RS;CH;0;10.72
MOBIMO N;CH0011108872;MOBN;1110887;291;293;290;20210325;292.5;292.5;5915;0;131;6046;CHF;20210114;297;20200403;249;20050623;;XSWX;RS;CH;0;285.57
MOLECULAR PARTNERS N;CH0256379097;MOLN;25637909;22.7;23.35;22.65;20210325;23.1;23.1;14761;0;581;15342;CHF;20210211;28.7;20200626;13.42;20141105;;XSWX;RS;CH;0;23.73
nebag N;CH0005059438;NBEN;505943;9.85;9.85;9.6;20210325;9.8;9.6;2025;0;0;2025;CHF;20210325;9.85;20200406;7.85;20051104;;XSWX;RS;CH;0;9.5
NESTLE N 2. LINIE;CH0372071347;NESNE;37207134;104.98;105.26;104.06;20210325;104.2;104.3;160000;0;0;160000;CHF;20200723;112.06;20210226;95.34;20170704;20221230;XSWX;RS;CH;0;100.06
NEW VALUE N;CH0010819867;NEWN;1081986;0.48;;;20210323;0.48;;0;0;0;0;CHF;20200810;1.16;20200409;0.206;20060516;;XSWX;RS;CH;0;0.47
NOVARTIS  N 2. LINIE;CH0038459415;NOVNEE;3845941;81.47;81.62;80.48;20210325;80.91;80.48;335000;0;0;335000;CHF;20210125;86.88;20201022;75.65;20200311;20230310;XSWX;RS;CH;0;81.49
Novavest Real Estate N;CH0212186248;NREN;21218624;46.6;46.6;46.5;20210325;46.4;46.5;2126;0;0;2126;CHF;20200731;47.0884;20200403;40.3188;20191216;;XSWX;RS;CH;0;44.16
O FUESSLI N;CH0003420806;OFN;342080;112;113;110.5;20210325;110.5;113;1433;0;0;1433;CHF;20210316;120.5;20200529;86;19960802;;XSWX;RS;CH;0;110.7
OBSEVA N;CH0346177709;OBSN;34617770;3.17;3.18;2.88;20210325;3.06;3;292260;0;0;292260;CHF;20200706;6.9;20201124;1.745;20180713;;XSWX;RS;CH;0;3.57
OC OERLIKON N;CH0000816824;OERL;81682;10.81;10.86;10.68;20210325;10.74;10.74;402702;0;43645;446347;CHF;20210316;11.06;20201030;6.185;20100401;;XSWX;RS;CH;0;9.9
ORASCOM DEVELOPMENT HLD AG N;CH0038285679;ODHN;3828567;10.4;10.5;10.4;20210325;10.48;10.48;9424;0;0;9424;CHF;20210302;11.5;20200506;7.5;20080514;;XSWX;RS;CH;0;10.26
ORIOR N;CH0111677362;ORON;11167736;84.2;85.2;83.6;20210325;84.8;85;6163;0;587;6750;CHF;20210323;86.5;20201021;65.7;20100422;;XSWX;RS;CH;0;76.32
Peach Property N;CH0118530366;PEAN;11853036;51.2;52;51.2;20210325;52;51.4;10943;0;385;11328;CHF;20210322;54;20200330;27.8;20101112;;XSWX;RS;CH;0;48.94
PERFECT N;CH0009115129;PRFN;911512;0.08;0.08;0.0765;20210325;0.08;0.0765;42401;0;0;42401;CHF;20200810;0.3;20200406;0.012;19991018;;XSWX;RS;CH;0;0.08
PERROT DUVAL I;CH0252620700;PEDU;25262070;115;;;20210324;115;;0;0;0;0;CHF;20200429;126;20200915;104;20141110;;XSWX;BS;CH;0;117.71
