ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;27.21;27.51;26.95;20210303;27.11;27.25;6559702;273550;384127;7217379;CHF;20210203;27.52;20200316;14.11;20201207;;XSWX;RS;CH;0;25.8
ADECCO N;CH0012138605;ADEN;1213860;60.6;61.26;59.5;20210303;59.04;59.5;835508;0;100241;935749;CHF;20210303;61.26;20200317;30.5;20201207;;XSWX;RS;CH;1660;58.02
ALCON N;CH0432492467;ALC;43249246;63.14;64.76;62.5;20210303;64.1;64.76;892302;10000;45455;947757;CHF;20210204;69.1;20200323;38.625;20201207;;XSWX;RS;CH;0;62.13
AMS;AT0000A18XM4;AMS;24924656;20.05;20.68;19.51;20210303;20.08;20.12;2717324;1000;289377;3007701;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.2
CLARIANT N;CH0012142631;CLN;1214263;19.73;19.88;19.655;20210303;19.715;19.735;802086;0;132230;934316;CHF;20200305;21.76;20200323;14;20201207;;XSWX;RS;CH;0;18.92
CS GROUP N;CH0012138530;CSGN;1213853;13.005;13.15;12.76;20210303;13.035;13;11342459;420000;1164478;12926937;CHF;20210225;13.5;20200317;6.18;20201207;;XSWX;RS;CH;20700;12.1
GEBERIT N;CH0030170408;GEBN;3017040;554.8;560;552.8;20210303;557;557.8;71070;0;2230;73300;CHF;20210114;600.6;20200316;361.4;20201207;;XSWX;RS;CH;0;552.29
GIVAUDAN N;CH0010645932;GIVN;1064593;3436;3527;3418;20210303;3512;3520;21481;68;2171;23720;CHF;20200921;4099;20200316;2505;20201207;;XSWX;RS;CH;0;3623
JULIUS BAER N;CH0102484968;BAER;10248496;57.42;58.12;56.5;20210303;56.16;57;644082;10942;32633;687657;CHF;20210303;58.12;20200317;24.32;20201207;;XSWX;RS;CH;0;53.58
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;237.7;238.4;220;20210303;221.9;220;399397;28444;45645;473486;CHF;20210303;238.4;20200316;119.25;20201207;;XSWX;RS;CH;0;205.65
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;52.86;53.26;52.32;20210303;52.68;52.92;2258776;159450;243330;2661556;CHF;20210303;53.26;20200317;28.3;20201207;;XSWX;RS;CH;3730;49.73
LOGITECH N;CH0025751329;LOGN;2575132;95;98.58;94.54;20210303;99;98.52;1118304;36598;118688;1273590;CHF;20210216;107.35;20200316;28.67;20201207;;XSWX;RS;CH;0;91.8
LONZA N;CH0013841017;LONN;1384101;565.2;578.2;559.6;20210303;578;577.2;217255;4000;7569;228824;CHF;20201117;637.8;20200316;301;20201207;;XSWX;RS;CH;0;574.74
NESTLE N;CH0038863350;NESN;3886335;96.96;98.52;96.58;20210303;97.78;98.25;4618316;146363;464715;5229394;CHF;20200730;112.62;20200316;83.37;20201207;;XSWX;RS;CH;0;100.58
NOVARTIS N;CH0012005267;NOVN;1200526;80.78;81.41;80;20210303;80.94;81.1;5858008;448265;304748;6611021;CHF;20200428;89.34;20200316;65.09;20201207;;XSWX;RS;CH;14390;81.81
PARTNERS GROUP N;CH0024608827;PGHN;2460882;1147.5;1151.5;1136.5;20210303;1135;1141;49189;15328;8997;73514;CHF;20210303;1151.5;20200318;525;20201207;;XSWX;RS;CH;0;1050.07
RICHEMONT N;CH0210483332;CFR;21048333;90.18;91.32;89.5;20210303;89.32;90.78;1095546;59459;84386;1239391;CHF;20210303;91.32;20200316;44.64;20201207;;XSWX;RS;CH;0;82.51
ROCHE GS;CH0012032048;ROG;1203204;298.8;302.5;295.65;20210303;301.65;301.8;1089207;172000;53998;1315205;CHF;20200428;357.85;20200316;265.75;20201207;;XSWX;GC;CH;47786;308.24
SCHINDLER PS;CH0024638196;SCHP;2463819;256.2;258.8;254.2;20210303;255.8;257;73236;0;8947;82183;CHF;20210224;259.8;20200316;185.2;20201207;;XSWX;PC;CH;0;242.96
SGS N;CH0002497458;SGSN;249745;2652;2673;2635;20210303;2646;2659;11936;0;1260;13196;CHF;20210216;2781;20200316;1801.5;20201207;;XSWX;RS;CH;0;2678.57
SIKA N;CH0418792922;SIKA;41879292;253.4;255.2;251.3;20210303;253.6;254.9;313239;350;18069;331658;CHF;20210112;258.8;20200316;125.1;20201207;;XSWX;RS;CH;0;244.1
SONOVA N;CH0012549785;SOON;1254978;228.6;239.6;225.9;20210303;237.8;239.1;249446;17300;23114;289860;CHF;20201109;249.4;20200318;140.0662;20201207;;XSWX;RS;CH;0;227.93
STRAUMANN N;CH0012280076;STMN;1228007;1100;1137.5;1084;20210303;1132;1132.5;38948;4700;3545;47193;CHF;20210217;1182;20200319;547.2;20201207;;XSWX;RS;CH;0;1056.7
SWATCH GROUP I;CH0012255151;UHR;1225515;282.2;283.8;280.3;20210303;279.7;281.9;148566;0;3690;152256;CHF;20210303;283.8;20200316;151;20201207;;XSWX;BS;CH;0;252.12
SWISS LIFE HOLDING AG N;CH0014852781;SLHN;1485278;462.3;468.4;456.9;20210303;466.9;463;191748;0;16195;207943;CHF;20210302;470.2;20200323;256.3;20201207;;XSWX;RS;CH;0;423.71
SWISS RE N;CH0126881561;SREN;12688156;89.58;90.02;88.62;20210303;89.36;89.5;1237541;495500;125421;1858462;CHF;20200305;95.36;20200319;52.68;20201207;;XSWX;RS;CH;37879;83.19
SWISSCOM N;CH0008742519;SCMN;874251;462;467.3;459.3;20210303;464.7;464.9;97185;0;7202;104387;CHF;20200305;559.2;20200316;446.7;20201207;;XSWX;RS;CH;0;475.84
TEMENOS N;CH0012453913;TEMN;1245391;127.7;130.1;126.7;20210303;128.05;128.8;255294;4500;39480;299274;CHF;20200715;164.5;20200316;91.54;20201207;;XSWX;RS;CH;0;118.18
UBS GROUP N;CH0244767585;UBSG;24476758;14.595;14.665;14.415;20210303;14.6;14.555;11162156;636710;626630;12425496;CHF;20210302;14.675;20200316;7.002;20201207;;XSWX;RS;CH;0;13.3
ZURICH INSURANCE N;CH0011075394;ZURN;1107539;388.5;390;385.5;20210303;385.9;386.6;408470;28380;21107;457957;CHF;20200305;400.8;20200316;248.7;20201207;;XSWX;RS;CH;0;371.42

Produced at: 23:45:01 2021-03-03
