ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N 2. LINIE;CH0357679619;ABBNE;35767961;28;;;20210309;28;;0;0;0;0;CHF;20210309;28;20201030;22.01;20200723;20210324;XSWX;RS;CH;0;26.54
ACHIKO N;CH0522213468;ACHI;52221346;0.314;0.322;0.305;20210322;0.305;0.322;624319;0;0;624319;CHF;20200820;1.67;20200806;0.165;20200619;;XSWX;RS;CH;0;0.35
ADDEX N;CH0029850754;ADXN;2985075;1.69;1.695;1.655;20210322;1.69;1.665;19470;0;0;19470;CHF;20200810;2.95;20200326;1.005;20070522;;XSWX;RS;CH;0;1.92
ADECCO N 2. LINIE;CH0532347462;ADENE;53234746;31.5;;;;31.5;;0;0;0;0;CHF;;;;;20200326;20230324;XSWX;RS;CH;0;
ADVAL TECH N;CH0008967926;ADVN;896792;170;;;20210319;168;;0;0;0;0;CHF;20210115;189;20200327;120;19980604;;XSWX;RS;CH;0;175.24
AEVIS N;CH0478634105;AEVS;47863410;13.1;13.1;12.8;20210322;13.1;13.1;2837;0;0;2837;CHF;20200427;13.65;20200324;9.9;20190607;;XSWX;RS;CH;0;12.31
AIRESIS N;CH0010947627;AIRE;1094762;0.76;0.76;0.76;20210322;0.76;0.76;320;0;0;320;CHF;20200901;1.02;20210208;0.71;20000717;;XSWX;RS;CH;0;0.79
ALLREAL N;CH0008837566;ALLN;883756;192.2;194.6;190.2;20210322;193.2;194.6;31444;0;320;31764;CHF;20201109;207;20200324;161.8;20000303;;XSWX;RS;CH;0;193.8
ALPINE SELECT N;CH0019199550;ALPN;1919955;14.6;;;20210317;14.6;;0;0;0;0;CHF;20210316;14.7;20200525;12.1;20040902;;XSWX;RS;CH;0;13.88
ALPINE SELECT N 2. LINIE;CH0550395120;ALPNE;55039512;14.6;;;20210217;14.6;;0;0;0;0;CHF;20210217;14;20200730;12.6;20200626;20220531;XSWX;RS;CH;0;13.89
ALSO N;CH0024590272;ALSN;2459027;268;269.5;261.5;20210322;263;264;15022;0;647;15669;CHF;20210311;278.5;20200324;132.8;20060323;;XSWX;RS;CH;0;252.82
ALUFLEXPACK N;CH0453226893;AFP;45322689;36.2;37.7;35.8;20210322;37.7;37.5;9134;0;838;9972;CHF;20210208;42.2;20200417;17.7;20190628;;XSWX;RS;CH;0;37.15
APG SGA N;CH0019107025;APGN;1910702;225.5;231.5;223.5;20210322;231.5;231.5;2083;0;299;2382;CHF;20210319;232;20200403;158.2;20040818;;XSWX;RS;CH;0;201.21
ARBONIA N;CH0110240600;ARBN;11024060;16.5;16.64;16.32;20210322;16.54;16.42;133302;0;7370;140672;CHF;20210315;17;20200324;6.51;20100422;;XSWX;RS;CH;0;15.28
Arundel N;CH0002271010;ARON;227101;2.6;;;20210318;2.6;;0;0;0;0;CHF;20200828;4;20200331;1.52;20050729;;XSWX;RS;CH;0;2.5
ARYZTA N;CH0043238366;ARYN;4323836;1.095;1.13;1.085;20210322;1.073;1.094;9439589;0;548398;9987987;CHF;20210322;1.13;20200416;0.281;20180924;;XSWX;RS;CH;0;0.86
