ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;28.95;29.07;28.59;20210318;28.57;28.63;4753724;827549;808727;6390000;CHF;20210318;29.07;20200323;14.67;20201207;;XSWX;RS;CH;0;26.58
ADECCO N;CH0012138605;ADEN;1213860;63.62;63.72;62.54;20210318;63.1;63.02;533912;0;29386;563298;CHF;20210310;64.5;20200323;31.4;20201207;;XSWX;RS;CH;0;59.09
ALCON N;CH0432492467;ALC;43249246;63.88;63.94;63.24;20210318;63.74;63.94;684788;25701;76323;786812;CHF;20210204;69.1;20200323;38.625;20201207;;XSWX;RS;CH;0;63.39
AMS;AT0000A18XM4;AMS;24924656;19.165;19.39;18.895;20210318;18.95;19.235;1983700;60000;172160;2215860;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.18
CLARIANT N;CH0012142631;CLN;1214263;19.12;19.535;19.04;20210318;19.375;19.365;913146;0;44858;958004;CHF;20200702;20.49;20200323;14;20201207;;XSWX;RS;CH;0;19.22
CS GROUP N;CH0012138530;CSGN;1213853;12.335;12.435;12.115;20210318;12.03;12.115;12364028;455953;719470;13539451;CHF;20210225;13.5;20200323;6.582;20201207;;XSWX;RS;CH;0;12.29
GEBERIT N;CH0030170408;GEBN;3017040;577.8;584;577.2;20210318;581.2;584;100668;1132;10152;111952;CHF;20210114;600.6;20200323;388.2;20201207;;XSWX;RS;CH;0;560.66
GIVAUDAN N;CH0010645932;GIVN;1064593;3524;3540;3510;20210318;3558;3535;22308;15018;1204;38530;CHF;20200921;4099;20200323;2755;20201207;;XSWX;RS;CH;0;3603.26
JULIUS BAER N;CH0102484968;BAER;10248496;60.8;60.9;59.2;20210318;58.76;59.4;839529;0;30630;870159;CHF;20210318;60.9;20200323;26.17;20201207;;XSWX;RS;CH;0;55.09
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;269.5;270.7;261.7;20210318;260.5;262.1;287497;5000;33683;326180;CHF;20210318;270.7;20200323;119.5;20201207;;XSWX;RS;CH;0;216.17
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;53.24;53.62;52.84;20210318;52.88;52.84;1611218;14891;228784;1854893;CHF;20210315;54.74;20200323;29.6;20201207;;XSWX;RS;CH;0;50.85
