ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N;CH0012221716;ABBN;1222171;27.41;27.51;27.15;20210304;27.21;27.27;5767892;538419;245276;6551587;CHF;20210203;27.52;20200316;14.11;20201207;;XSWX;RS;CH;0;25.85
ADECCO N;CH0012138605;ADEN;1213860;61.78;61.78;60.58;20210304;60.6;60.76;765880;94000;52239;912119;CHF;20210304;61.78;20200317;30.5;20201207;;XSWX;RS;CH;0;58.12
ALCON N;CH0432492467;ALC;43249246;62.96;63.58;62.5;20210304;63.14;63.2;964834;13454;83080;1061368;CHF;20210204;69.1;20200323;38.625;20201207;;XSWX;RS;CH;0;62.25
AMS;AT0000A18XM4;AMS;24924656;19.165;19.81;18.91;20210304;20.05;19.735;3306948;269000;756160;4332108;CHF;20201202;24.83;20200406;7.786;20201207;;XSWX;BS;AT;0;21.14
CLARIANT N;CH0012142631;CLN;1214263;19.53;19.765;19.36;20210304;19.73;19.765;879707;0;25348;905055;CHF;20200306;20.7;20200323;14;20201207;;XSWX;RS;CH;0;18.94
CS GROUP N;CH0012138530;CSGN;1213853;12.97;13.075;12.85;20210304;13.005;12.895;7633379;377500;465608;8476487;CHF;20210225;13.5;20200317;6.18;20201207;;XSWX;RS;CH;0;12.12
GEBERIT N;CH0030170408;GEBN;3017040;558.2;559.4;553.2;20210304;554.8;555;91981;0;4480;96461;CHF;20210114;600.6;20200316;361.4;20201207;;XSWX;RS;CH;0;553.06
GIVAUDAN N;CH0010645932;GIVN;1064593;3465;3468;3419;20210304;3436;3452;24162;0;3134;27296;CHF;20200921;4099;20200316;2505;20201207;;XSWX;RS;CH;0;3621.43
JULIUS BAER N;CH0102484968;BAER;10248496;56.28;57.6;56.02;20210304;57.42;57.4;344142;505;21464;366111;CHF;20210303;58.12;20200317;24.32;20201207;;XSWX;RS;CH;0;53.68
KUEHNE+NAGEL INT N;CH0025238863;KNIN;2523886;245.5;245.5;238.3;20210304;237.7;238.8;245886;20409;48319;314614;CHF;20210304;245.5;20200316;119.25;20201207;;XSWX;RS;CH;0;206.83
LAFARGEHOLCIM N;CH0012214059;LHN;1221405;53.38;53.46;52.84;20210304;52.86;53.06;2200328;120318;191851;2512497;CHF;20210304;53.46;20200317;28.3;20201207;;XSWX;RS;CH;0;49.81
LOGITECH N;CH0025751329;LOGN;2575132;89.1;94.02;86.5;20210304;95;93;1966381;70000;136351;2172732;CHF;20210216;107.35;20200316;28.67;20201207;;XSWX;RS;CH;0;91.98
LONZA N;CH0013841017;LONN;1384101;544.8;568.2;543.8;20210304;565.2;564.4;270193;9320;44591;324104;CHF;20201117;637.8;20200316;301;20201207;;XSWX;RS;CH;0;574.85
NESTLE N;CH0038863350;NESN;3886335;98.5;99.28;97.13;20210304;96.96;97.13;5426476;40830;384539;5851845;CHF;20200730;112.62;20200316;83.37;20201207;;XSWX;RS;CH;0;100.56
NOVARTIS N;CH0012005267;NOVN;1200526;78.2;78.4;77.42;20210304;80.78;78.2;5157592;3117371;723430;8998393;CHF;20200428;89.34;20200316;65.09;20201207;;XSWX;RS;CH;0;81.75
