ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N 2. LINIE;CH0357679619;ABBNE;35767961;27.17;27.44;26.9;20210302;26.9;26.95;750000;0;0;750000;CHF;20210302;27.44;20201030;22.01;20200723;20210324;XSWX;RS;CH;0;25.48
ACHIKO N;CH0522213468;ACHI;52221346;0.325;0.325;0.319;20210302;0.325;0.325;265906;0;0;265906;CHF;20200820;1.67;20200806;0.165;20200619;;XSWX;RS;CH;0;0.35
ADDEX N;CH0029850754;ADXN;2985075;1.72;1.785;1.72;20210302;1.79;1.78;42107;0;0;42107;CHF;20200810;2.95;20200318;0.95;20070522;;XSWX;RS;CH;0;1.93
ADECCO N 2. LINIE;CH0532347462;ADENE;53234746;31.5;;;;31.5;;0;0;0;0;CHF;;;;;20200326;20230324;XSWX;RS;CH;0;
ADVAL TECH N;CH0008967926;ADVN;896792;173;173;173;20210302;173;173;2;0;0;2;CHF;20210115;189;20200327;120;19980604;;XSWX;RS;CH;0;170
AEVIS N;CH0478634105;AEVS;47863410;11.9;12.2;11.9;20210302;12.15;12.15;3961;0;0;3961;CHF;20200427;13.65;20200320;9;20190607;;XSWX;RS;CH;0;12.31
AIRESIS N;CH0010947627;AIRE;1094762;0.76;0.81;0.76;20210302;0.8;0.76;48711;0;0;48711;CHF;20200309;1.14;20210208;0.71;20000717;;XSWX;RS;CH;0;0.79
ALLREAL N;CH0008837566;ALLN;883756;185.2;187;184.8;20210302;185.4;185.2;26775;0;385;27160;CHF;20200305;223.5;20200323;159.8;20000303;;XSWX;RS;CH;0;195.26
ALPINE SELECT N;CH0019199550;ALPN;1919955;14.3;14.3;14.3;20210302;14.2;14.3;244;0;0;244;CHF;20210302;14.3;20200319;11.4;20040902;;XSWX;RS;CH;0;13.76
ALPINE SELECT N 2. LINIE;CH0550395120;ALPNE;55039512;14.1;;;20210217;14.1;;0;0;0;0;CHF;20210217;14;20200730;12.6;20200626;20220531;XSWX;RS;CH;0;13.74
ALSO N;CH0024590272;ALSN;2459027;258.5;262.5;256.5;20210302;255.5;257.5;14242;12094;1456;27792;CHF;20210203;265;20200319;123;20060323;;XSWX;RS;CH;0;246.95
ALUFLEXPACK N;CH0453226893;AFP;45322689;37.5;38.4;37.2;20210302;37.8;38.4;11440;0;6221;17661;CHF;20210208;42.2;20200318;11.3;20190628;;XSWX;RS;CH;0;36.43
APG SGA N;CH0019107025;APGN;1910702;183;185.4;178;20210302;186.8;185;2242;0;15;2257;CHF;20200304;258.5;20200316;155.2;20040818;;XSWX;RS;CH;0;191.64
ARBONIA N;CH0110240600;ARBN;11024060;15.86;15.86;15.6;20210302;15.3;15.68;248637;0;17688;266325;CHF;20210302;15.86;20200316;5.75;20100422;;XSWX;RS;CH;0;14.32
Arundel N;CH0002271010;ARON;227101;2.6;;;20210301;2.6;;0;0;0;0;CHF;20200828;4;20200331;1.52;20050729;;XSWX;RS;CH;0;2.49
ARYZTA N;CH0043238366;ARYN;4323836;0.797;0.8175;0.789;20210302;0.811;0.7945;2580570;0;72075;2652645;CHF;20200916;0.875;20200416;0.281;20180924;;XSWX;RS;CH;0;0.74
ASCOM N;CH0011339204;ASCN;1133920;15.22;15.28;14.98;20210302;15.08;15.06;66211;0;860;67071;CHF;20210202;15.76;20200323;4.37;20001108;;XSWX;RS;CH;0;14.07
ASMALLWORLD N;CH0404880129;ASWN;40488012;3.3;3.3;3.13;20210302;3.18;3.29;37259;0;0;37259;CHF;20201230;4.88;20200526;1.3;20180320;;XSWX;RS;CH;0;3.11
AUTONEUM N;CH0127480363;AUTN;12748036;161.8;166.9;161.4;20210302;164.5;166;7459;0;88;7547;CHF;20210113;175.7;20200319;50;20110513;;XSWX;RS;CH;0;160.85
BACHEM N -B-;CH0012530207;BANB;1253020;342.5;349;342;20210302;347;346.5;8930;0;754;9684;CHF;20201005;418;20200309;147;20010629;;XSWX;RS;CH;0;371.64
BALOISE N;CH0012410517;BALN;1241051;163.8;164;160.1;20210302;160.4;160.1;76737;0;9973;86710;CHF;20201125;164.2;20200323;105.7;20180924;;XSWX;RS;CH;0;155.99
BANQUE PROFIL DE GESTION N;CH0473243506;BPDG;47324350;1.94;1.94;1.94;20210302;1.94;1.94;500;0;0;500;CHF;20201118;2.72;20200414;1.16;20190517;;XSWX;RS;CH;0;2
BARRY CALLEBAUT N;CH0009002962;BARN;900296;2032;2044;2008;20210302;2002;2008;6604;0;1141;7745;CHF;20201230;2124;20200316;1626;19980615;;XSWX;RS;CH;0;2022.52
BASELLAND KB PS;CH0001473559;BLKB;147355;920;926;918;20210302;922;926;304;0;0;304;CHF;20210104;946;20200319;846;19960802;;XSWX;PC;CH;0;930.41
BASILEA N;CH0011432447;BSLN;1143244;46.52;47.6;45.5;20210302;46.2;46.38;131145;0;4919;136064;CHF;20210212;61.95;20200316;29.28;20040325;;XSWX;RS;CH;0;52.19
BASLER KB PS;CH0009236461;BSKP;923646;64.6;65.4;64;20210302;64.6;64.8;4825;0;0;4825;CHF;20200304;74.8;20201218;57.2;19980710;;XSWX;PC;CH;0;61.19
BB BIOTECH N;CH0038389992;BION;3838999;87.55;88.15;86.1;20210302;86.3;86.5;87454;12034;3976;103464;CHF;20210209;93.45;20200316;41.78;20080422;;XSWX;RS;CH;0;81.43
BB BIOTECH N 2. LINIE;CH0027659793;BIOEE;2765979;48.8;;;20160311;48.8;;0;0;0;0;CHF;;;;;20061108;20220411;XSWX;RS;CH;0;
BC GENEVE N;CH0350494719;BCGE;35049471;160.5;162.5;160;20210302;162.5;162.5;988;0;0;988;CHF;20200305;200;20210121;152.5;20170202;;XSWX;RS;CH;0;158.66
BC JURA N;CH0350665672;BCJ;35066567;53;54;53;20210302;54;53;15;0;0;15;CHF;20201207;58.5;20201026;50;20170505;;XSWX;RS;CH;0;53.82
BC VAUD N;CH0531751755;BCVN;53175175;95.2;96.2;94.8;20210302;95.2;94.8;76212;0;6658;82870;CHF;20210216;101.6;20200319;67.5;20200528;;XSWX;RS;CH;0;95.86
BEKB / BCBE N;CH0009691608;BEKN;969160;215.5;217.5;215;20210302;216;217;4065;0;898;4963;CHF;20200619;238;20200323;197.6;20000802;;XSWX;RS;CH;0;221.97
BELIMO N;CH0001503199;BEAN;150319;6680;6730;6620;20210302;6660;6640;857;0;78;935;CHF;20201117;8090;20200317;4675;19960802;;XSWX;RS;CH;0;7329.56
BELL FOOD GROUP N;CH0315966322;BELL;31596632;273;276.5;271;20210302;275;276;3180;0;61;3241;CHF;20210302;276.5;20200316;210;20160428;;XSWX;RS;CH;0;251.21
BELLEVUE GROUP N;CH0028422100;BBN;2842210;40.9;43.5;40;20210302;40;40;64924;35000;273;100197;CHF;20210302;43.5;20200415;19.55;20070115;;XSWX;RS;CH;0;34.24
BK LINTH N;CH0001307757;LINN;130775;525;530;515;20210302;520;525;78;0;0;78;CHF;20201005;565;20200612;460;19960802;;XSWX;RS;CH;0;507.32
BKW N;CH0130293662;BKW;13029366;102.8;104;102.8;20210302;102.6;102.8;40120;655;6236;47011;CHF;20210208;111.4;20200319;69.1;20111212;;XSWX;RS;CH;0;102.53
Blackstone Resources N;CH0460027110;BLS;46002711;4.5;4.62;4.4;20210302;4.54;4.6;32250;0;0;32250;CHF;20200810;7.2;20200330;0.64;20190208;;XSWX;RS;CH;0;4.29
BOBST GRP N;CH0012684657;BOBNN;1268465;58.95;61.4;58.2;20210302;61.3;60.5;39781;0;2945;42726;CHF;20210223;68.4;20200316;33;20011112;;XSWX;RS;CH;0;60.52
BOSSARD N;CH0238627142;BOSN;23862714;196.2;199.8;194.8;20210302;195;195;11208;0;87;11295;CHF;20210203;215;20200316;90;20140414;;XSWX;RS;CH;0;188.56
