ShortName;ISIN;ValorSymbol;ValorNumber;ClosingPrice;DailyHighPrice;DailyLowPrice;LastDate;PreviousClosingPrice;OpeningPrice;OnMarketVolume;OffBookVolume;SwissAtMidVolume;TotalVolume;TradingBaseCurrency;YearlyHighDate;YearlyHighPrice;YearlyLowDate;YearlyLowPrice;FirstTradingDate;LastTradingDate;Exchange;SecTypeCode;GeographicalAreaCode;Tminus1Volume;60 Day VWAP
ABB LTD N 2. LINIE;CH0357679619;ABBNE;35767961;28;;;20210309;28;;0;0;0;0;CHF;20210309;28;20201030;22.01;20200723;20210324;XSWX;RS;CH;0;26.11
ACHIKO N;CH0522213468;ACHI;52221346;0.315;0.32;0.315;20210312;0.324;0.32;214428;0;0;214428;CHF;20200820;1.67;20200806;0.165;20200619;;XSWX;RS;CH;0;0.35
ADDEX N;CH0029850754;ADXN;2985075;1.68;1.695;1.625;20210312;1.665;1.665;79380;0;0;79380;CHF;20200810;2.95;20200318;0.95;20070522;;XSWX;RS;CH;0;1.92
ADECCO N 2. LINIE;CH0532347462;ADENE;53234746;31.5;;;;31.5;;0;0;0;0;CHF;;;;;20200326;20230324;XSWX;RS;CH;0;
ADVAL TECH N;CH0008967926;ADVN;896792;170;170;168;20210312;168;168;80;0;0;80;CHF;20210115;189;20200327;120;19980604;;XSWX;RS;CH;0;174
AEVIS N;CH0478634105;AEVS;47863410;12.35;12.4;12.05;20210312;12.45;12.4;1748;0;0;1748;CHF;20200427;13.65;20200320;9;20190607;;XSWX;RS;CH;0;12.3
AIRESIS N;CH0010947627;AIRE;1094762;0.76;0.765;0.76;20210312;0.79;0.765;16092;0;0;16092;CHF;20200317;1.03;20210208;0.71;20000717;;XSWX;RS;CH;0;0.79
ALLREAL N;CH0008837566;ALLN;883756;187.6;189.4;187;20210312;188.8;187.4;22852;0;2120;24972;CHF;20201109;207;20200323;159.8;20000303;;XSWX;RS;CH;0;194.76
ALPINE SELECT N;CH0019199550;ALPN;1919955;14.5;;;20210310;14.5;;0;0;0;0;CHF;20210310;14.7;20200319;11.4;20040902;;XSWX;RS;CH;0;13.85
ALPINE SELECT N 2. LINIE;CH0550395120;ALPNE;55039512;14.4;;;20210217;14.4;;0;0;0;0;CHF;20210217;14;20200730;12.6;20200626;20220531;XSWX;RS;CH;0;13.81
