Date,Open,High,Low,Close,Adj Close,Volume
2018-07-09,13.500000,13.500000,12.300000,13.500000,13.500000,33040
2018-07-10,13.750000,13.850000,12.050000,12.772000,12.772000,58016
2018-07-11,12.850000,12.850000,11.500000,11.800000,11.800000,11642
2018-07-12,12.000000,12.316000,11.490000,12.250000,12.250000,37204
2018-07-13,12.000000,12.000000,11.500000,11.500000,11.500000,7557
2018-07-16,11.888000,11.888000,10.750000,10.750000,10.750000,6226
2018-07-17,10.500000,10.500000,10.498000,10.500000,10.500000,437
2018-07-18,10.250000,10.250000,10.250000,10.250000,10.250000,1705
2018-07-19,10.250000,10.680000,10.020000,10.350000,10.350000,6182
2018-07-20,10.348000,10.348000,9.320000,9.998000,9.998000,5340
2018-07-23,9.000000,9.245000,8.050000,8.050000,8.050000,12452
2018-07-24,8.000000,8.988000,7.699000,8.500000,8.500000,17376
2018-07-25,8.510000,8.986000,8.500000,8.986000,8.986000,4734
2018-07-26,8.986000,9.100000,8.499000,8.800000,8.800000,4079
2018-07-27,8.725000,9.001000,8.600000,9.001000,9.001000,8852
2018-07-30,8.900000,9.050000,8.900000,9.000000,9.000000,11823
2018-07-31,9.049000,9.090000,9.049000,9.090000,9.090000,285
2018-08-02,9.080000,9.080000,9.070000,9.070000,9.070000,715
2018-08-03,8.252000,9.250000,8.252000,9.018000,9.018000,1262
2018-08-06,9.400000,9.400000,8.700000,8.900000,8.900000,27325
2018-08-07,9.000000,9.498000,9.000000,9.000000,9.000000,3525
2018-08-08,9.450000,9.450000,9.000000,9.000000,9.000000,4424
2018-08-09,9.000000,9.000000,9.000000,9.000000,9.000000,59
2018-08-10,9.000000,9.000000,8.950000,8.950000,8.950000,13501
2018-08-13,8.950000,8.950000,8.905000,8.905000,8.905000,110
2018-08-14,8.905000,8.905000,8.905000,8.905000,8.905000,0
2018-08-15,8.950000,9.000000,8.850000,9.000000,9.000000,5071
2018-08-16,8.999000,9.000000,8.950000,8.950000,8.950000,6510
2018-08-17,8.500000,8.500000,8.500000,8.500000,8.500000,10
2018-08-20,9.400000,9.400000,8.100000,8.500000,8.500000,4176
2018-08-21,9.180000,9.180000,8.120000,8.120000,8.120000,11047
2018-08-22,8.480000,8.480000,8.100000,8.260000,8.260000,8555
2018-08-23,8.240000,8.240000,7.600000,8.080000,8.080000,7115
2018-08-24,7.980000,8.200000,7.600000,8.200000,8.200000,13260
2018-08-27,8.000000,8.000000,7.460000,7.920000,7.920000,11164
2018-08-28,7.920000,8.360000,7.700000,8.360000,8.360000,9592
2018-08-29,8.100000,8.260000,7.900000,8.260000,8.260000,3050
2018-08-30,8.260000,8.360000,7.780000,8.360000,8.360000,4668
2018-08-31,8.360000,8.380000,8.260000,8.380000,8.380000,12817
2018-09-03,8.200000,8.400000,8.000000,8.160000,8.160000,7621
2018-09-04,8.160000,8.160000,7.760000,7.960000,7.960000,3324
2018-09-05,7.960000,8.100000,7.960000,8.100000,8.100000,5593
2018-09-06,8.060000,8.060000,7.800000,8.000000,8.000000,670
2018-09-07,7.900000,8.000000,7.880000,8.000000,8.000000,2901
2018-09-10,8.000000,8.000000,7.980000,8.000000,8.000000,10121
2018-09-11,8.000000,8.000000,7.600000,7.900000,7.900000,7587
2018-09-12,7.900000,7.900000,7.360000,7.360000,7.360000,4069
2018-09-13,7.360000,7.500000,7.360000,7.480000,7.480000,4353
2018-09-14,7.500000,7.900000,7.480000,7.900000,7.900000,2378
2018-09-17,7.900000,7.940000,7.460000,7.600000,7.600000,4447
2018-09-18,7.600000,7.800000,7.460000,7.660000,7.660000,3488
2018-09-19,7.660000,7.660000,7.480000,7.500000,7.500000,10548
2018-09-20,7.500000,7.500000,7.500000,7.500000,7.500000,1004
2018-09-21,7.500000,7.760000,7.460000,7.760000,7.760000,15151
2018-09-24,7.760000,7.760000,7.460000,7.500000,7.500000,10395
2018-09-25,7.500000,7.500000,7.500000,7.500000,7.500000,8854
2018-09-26,7.500000,7.500000,7.480000,7.480000,7.480000,551
2018-09-27,7.480000,7.480000,7.480000,7.480000,7.480000,1
